iter	Passed	Remaining
1719	3226	2400
1720	3227	2398
1721	3228	2396
1722	3231	2394
1723	3233	2392
1724	3234	2390
1725	3236	2388
1726	3240	2388
1727	3241	2386
1728	3243	2384
1729	3244	2381
1730	3248	2381
1731	3249	2379
1732	3251	2377
1733	3252	2374
1734	3254	2372
1735	3255	2370
1736	3257	2368
1737	3258	2365
1738	3260	2363
1739	3262	2362
1740	3263	2360
1741	3266	2358
1742	3267	2356
1743	3269	2354
1744	3270	2352
1745	3271	2349
1746	3273	2347
1747	3274	2345
1748	3277	2344
1749	3278	2342
1750	3280	2340
1751	3282	2338
1752	3283	2335
1753	3285	2334
1754	3287	2331
1755	3288	2329
1756	3289	2327
1757	3291	2325
1758	3293	2323
1759	3296	2322
1760	3297	2320
1761	3298	2317
1762	3301	2316
1763	3302	2313
1764	3304	2311
1765	3306	2310
1766	3308	2308
1767	3310	2306
1768	3313	2305
1769	3314	2303
1770	3315	2301
1771	3316	2298
1772	3318	2296
1773	3319	2294
1774	3321	2292
1775	3322	2290
1776	3324	2288
1777	3327	2287
1778	3329	2284
1779	3330	2282
1780	3331	2280
1781	3332	2277
1782	3333	2275
1783	3335	2273
1784	3336	2271
1785	3338	2269
1786	3340	2267
1787	3341	2265
1788	3343	2263
1789	3344	2261
1790	3346	2258
1791	3347	2256
1792	3348	2254
1793	3350	2252
1794	3351	2249
1795	3352	2247
1796	3354	2245
1797	3356	2244
1798	3358	2242
1799	3360	2240
1800	3361	2238
1801	3363	2236
1802	3365	2234
1803	3366	2231
1804	3367	2229
1805	3369	2227
1806	3371	2225
1807	3373	2223
1808	3374	2221
1809	3376	2219
1810	3377	2217
1811	3378	2215
1812	3380	2213
1813	3382	2211
1814	3383	2209
1815	3389	2209
1816	3390	2207
1817	3392	2205
1818	3393	2203
1819	3394	2201
1820	3396	2198
1821	3397	2196
1822	3398	2194
1823	3400	2192
1824	3402	2190
1825	3404	2188
1826	3406	2186
1827	3408	2185
1828	3409	2182
1829	3410	2180
1830	3411	2178
1831	3413	2176
1832	3415	2174
1833	3418	2173
1834	3420	2171
1835	3422	2169
1836	3423	2167
1837	3425	2165
1838	3426	2163
1839	3427	2160
1840	3429	2158
1841	3430	2156
1842	3432	2154
1843	3433	2152
1844	3435	2150
1845	3437	2148
1846	3438	2146
1847	3440	2144
1848	3441	2142
1849	3442	2139
1850	3443	2137
1851	3445	2135
1852	3447	2133
1853	3448	2131
1854	3450	2129
1855	3452	2128
1856	3454	2126
1857	3455	2124
1858	3457	2122
1859	3458	2119
1860	3460	2117
1861	3461	2115
1862	3463	2113
1863	3465	2111
1864	3469	2111
1865	3470	2109
1866	3471	2106
1867	3472	2104
1868	3475	2103
1869	3476	2100
1870	3478	2098
1871	3479	2096
1872	3481	2095
1873	3484	2093
1874	3486	2091
1875	3487	2089
1876	3488	2087
1877	3490	2085
1878	3491	2083
1879	3492	2080
1880	3495	2079
1881	3496	2077
1882	3499	2075
1883	3500	2073
1884	3502	2071
1885	3503	2069
1886	3504	2067
1887	3506	2065
1888	3507	2062
1889	3509	2061
1890	3510	2058
1891	3512	2056
1892	3514	2055
1893	3515	2052
1894	3517	2050
1895	3519	2049
1896	3520	2046
1897	3521	2044
1898	3523	2042
1899	3526	2041
1900	3528	2040
1901	3530	2038
1902	3531	2035
1903	3533	2034
1904	3534	2031
1905	3536	2029
1906	3537	2027
1907	3538	2025
1908	3540	2023
1909	3541	2021
1910	3544	2020
1911	3546	2018
1912	3548	2016
1913	3549	2013
1914	3550	2011
1915	3551	2009
1916	3553	2007
1917	3555	2005
1918	3556	2003
1919	3558	2001
1920	3560	1999
1921	3562	1997
1922	3563	1995
1923	3565	1993
1924	3566	1991
1925	3567	1989
1926	3568	1987
1927	3571	1985
1928	3573	1983
1929	3575	1982
1930	3577	1980
1931	3578	1978
1932	3579	1975
1933	3580	1973
1934	3581	1971
1935	3583	1969
1936	3585	1967
1937	3587	1965
1938	3588	1963
1939	3590	1961
1940	3591	1959
1941	3593	1957
1942	3594	1955
1943	3596	1953
1944	3598	1951
1945	3599	1949
1946	3601	1948
1947	3604	1946
1948	3606	1944
1949	3607	1942
1950	3608	1940
1951	3610	1938
1952	3611	1936
1953	3612	1933
1954	3614	1931
1955	3615	1929
1956	3617	1928
1957	3619	1926
1958	3620	1924
1959	3622	1922
1960	3623	1920
1961	3625	1917
1962	3626	1915
1963	3627	1913
1964	3629	1911
1965	3630	1909
1966	3632	1907
1967	3633	1905
1968	3635	1903
1969	3639	1902
1970	3640	1900
1971	3642	1898
1972	3643	1896
1973	3644	1894
1974	3647	1893
1975	3649	1890
1976	3650	1889
1977	3653	1887
1978	3654	1885
1979	3656	1883
1980	3657	1881
1981	3658	1879
1982	3660	1877
1983	3662	1875
1984	3665	1874
1985	3667	1872
1986	3668	1870
1987	3670	1868
1988	3672	1866
1989	3674	1864
1990	3675	1862
1991	3676	1860
1992	3677	1858
1993	3680	1856
1994	3682	1854
1995	3684	1853
1996	3685	1851
1997	3686	1848
1998	3688	1846
1999	3689	1844
2000	3691	1842
2001	3692	1840
2002	3695	1839
2003	3697	1837
2004	3698	1835
2005	3699	1833
2006	3702	1832
2007	3705	1830
2008	3706	1828
2009	3709	1826
2010	3710	1825
2011	3712	1823
2012	3714	1821
2013	3715	1819
2014	3717	1817
2015	3718	1815
2016	3720	1813
2017	3721	1810
2018	3722	1808
2019	3723	1806
2020	3725	1804
2021	3729	1804
2022	3731	1802
2023	3733	1800
2024	3734	1798
2025	3736	1796
2026	3738	1794
2027	3739	1792
2028	3743	1791
2029	3744	1789
2030	3746	1787
2031	3747	1785
2032	3750	1784
2033	3753	1782
2034	3755	1780
2035	3758	1779
2036	3759	1777
2037	3760	1775
2038	3762	1773
2039	3764	1771
2040	3767	1770
2041	3769	1768
2042	3772	1767
2043	3774	1765
2044	3776	1763
2045	3779	1762
2046	3781	1760
2047	3782	1758
2048	3784	1756
2049	3786	1754
2050	3788	1753
2051	3790	1751
2052	3792	1749
2053	3793	1747
2054	3795	1745
2055	3796	1743
2056	3798	1741
2057	3799	1739
2058	3801	1737
2059	3804	1735
2060	3806	1734
2061	3808	1732
2062	3809	1730
2063	3811	1728
2064	3812	1726
2065	3813	1724
2066	3815	1722
2067	3816	1720
2068	3819	1718
2069	3821	1716
2070	3825	1716
2071	3826	1713
2072	3827	1711
2073	3829	1709
2074	3830	1707
2075	3832	1705
2076	3833	1703
2077	3835	1701
2078	3836	1699
2079	3838	1697
2080	3840	1696
2081	3842	1694
2082	3843	1691
2083	3844	1689
2084	3845	1687
2085	3847	1685
2086	3849	1684
2087	3852	1682
2088	3854	1680
2089	3855	1678
2090	3857	1676
2091	3858	1674
2092	3860	1673
2093	3862	1671
2094	3863	1669
2095	3866	1667
2096	3868	1665
2097	3870	1663
2098	3871	1662
2099	3873	1659
2100	3874	1658
2101	3876	1655
2102	3877	1653
2103	3878	1651
2104	3880	1649
2105	3882	1647
2106	3884	1646
2107	3886	1644
2108	3887	1642
2109	3888	1640
2110	3892	1639
2111	3893	1637
2112	3895	1635
2113	3896	1633
2114	3898	1631
2115	3900	1629
2116	3901	1627
2117	3903	1625
2118	3904	1623
2119	3905	1621
2120	3906	1619
2121	3908	1617
2122	3909	1615
2123	3911	1613
2124	3913	1611
2125	3915	1609
2126	3917	1608
2127	3919	1605
2128	3920	1603
2129	3921	1601
2130	3923	1599
2131	3924	1597
2132	3925	1595
2133	3927	1593
2134	3929	1591
2135	3931	1590
2136	3932	1588
2137	3934	1586
2138	3935	1584
2139	3936	1582
2140	3937	1579
2141	3940	1578
2142	3942	1576
2143	3945	1575
2144	3947	1573
2145	3949	1571
2146	3951	1569
2147	3953	1568
2148	3955	1566
2149	3956	1564
2150	3959	1562
2151	3961	1560
2152	3963	1559
2153	3964	1557
2154	3965	1555
2155	3967	1553
2156	3968	1551
2157	3970	1549
2158	3972	1547
2159	3974	1545
2160	3976	1543
2161	3978	1542
2162	3980	1540
2163	3981	1538
2164	3983	1536
2165	3984	1534
2166	3985	1532
2167	3987	1530
2168	3989	1528
2169	3991	1526
2170	3993	1524
2171	3995	1523
2172	3996	1521
2173	3998	1519
2174	3999	1516
2175	4000	1514
2176	4002	1512
2177	4004	1511
2178	4006	1509
2179	4008	1507
2180	4010	1506
2181	4011	1503
2182	4012	1501
2183	4014	1499
2184	4016	1497
2185	4017	1496
2186	4019	1494
2187	4023	1493
2188	4025	1491
2189	4026	1489
2190	4027	1487
2191	4029	1485
2192	4030	1483
2193	4031	1481
2194	4033	1479
2195	4035	1477
2196	4036	1475
2197	4038	1473
2198	4039	1471
2199	4041	1469
2200	4043	1467
2201	4045	1466
2202	4046	1463
2203	4048	1462
2204	4050	1460
2205	4053	1458
2206	4055	1457
2207	4057	1455
2208	4059	1453
2209	4060	1451
2210	4063	1450
2211	4065	1448
2212	4068	1446
2213	4070	1445
2214	4073	1443
2215	4075	1441
2216	4077	1439
2217	4079	1438
2218	4082	1436
2219	4085	1435
2220	4087	1433
2221	4089	1431
2222	4091	1430
2223	4093	1428
2224	4095	1426
2225	4096	1424
2226	4100	1423
2227	4103	1421
2228	4104	1419
2229	4106	1417
2230	4107	1415
2231	4109	1413
2232	4111	1412
2233	4113	1410
2234	4115	1408
2235	4120	1407
2236	4121	1405
2237	4123	1403
2238	4124	1401
2239	4127	1400
2240	4129	1398
2241	4133	1397
2242	4135	1395
2243	4137	1393
2244	4138	1391
2245	4142	1390
2246	4144	1388
2247	4145	1386
2248	4147	1385
2249	4149	1383
2250	4150	1381
2251	4152	1379
2252	4154	1377
2253	4155	1375
2254	4159	1374
2255	4163	1373
2256	4164	1371
2257	4168	1369
2258	4170	1368
2259	4172	1366
2260	4173	1364
2261	4177	1362
2262	4181	1361
2263	4184	1360
2264	4185	1358
2265	4187	1356
2266	4189	1354
2267	4190	1352
2268	4192	1350
2269	4194	1348
2270	4195	1346
2271	4196	1344
2272	4198	1342
2273	4200	1340
2274	4201	1339
2275	4204	1337
2276	4206	1335
2277	4210	1334
2278	4213	1332
2279	4214	1331
2280	4217	1329
2281	4220	1327
2282	4222	1326
2283	4224	1324
2284	4226	1322
2285	4231	1321
2286	4234	1320
2287	4236	1318
2288	4239	1316
2289	4242	1315
2290	4244	1313
2291	4246	1311
2292	4248	1309
2293	4249	1307
2294	4252	1306
2295	4254	1304
2296	4257	1303
2297	4259	1301
2298	4262	1299
2299	4264	1297
2300	4265	1295
2301	4267	1293
2302	4268	1291
2303	4270	1289
2304	4272	1288
2305	4273	1286
2306	4275	1284
2307	4278	1282
2308	4280	1280
2309	4281	1279
2310	4283	1276
2311	4284	1275
2312	4285	1272
2313	4288	1271
2314	4289	1269
2315	4291	1267
2316	4292	1265
2317	4294	1263
2318	4295	1261
2319	4297	1259
2320	4298	1257
2321	4300	1255
2322	4301	1253
2323	4303	1251
2324	4304	1249
2325	4307	1248
2326	4308	1246
2327	4310	1244
2328	4312	1242
2329	4313	1240
2330	4315	1238
2331	4316	1236
2332	4317	1234
2333	4319	1232
2334	4321	1230
2335	4322	1228
2336	4323	1226
2337	4324	1224
2338	4326	1222
2339	4327	1220
2340	4328	1218
2341	4330	1216
2342	4332	1214
2343	4333	1212
2344	4334	1210
2345	4337	1209
2346	4338	1207
2347	4339	1205
2348	4341	1203
2349	4342	1201
2350	4343	1199
2351	4346	1197
2352	4347	1195
2353	4349	1193
2354	4351	1191
2355	4353	1189
2356	4354	1187
2357	4355	1185
2358	4356	1183
2359	4358	1181
2360	4359	1180
2361	4362	1178
2362	4363	1176
2363	4365	1174
2364	4367	1172
2365	4368	1170
2366	4370	1168
2367	4371	1166
2368	4373	1164
2369	4374	1162
2370	4375	1160
2371	4377	1159
2372	4379	1157
2373	4381	1155
2374	4383	1153
2375	4384	1151
2376	4386	1149
2377	4387	1147
2378	4388	1145
2379	4390	1143
2380	4392	1141
2381	4393	1139
2382	4395	1137
2383	4396	1136
2384	4399	1134
2385	4401	1132
2386	4402	1130
2387	4403	1128
2388	4404	1126
2389	4406	1124
2390	4408	1122
2391	4409	1120
2392	4411	1118
2393	4412	1117
2394	4415	1115
2395	4416	1113
2396	4417	1111
2397	4418	1109
2398	4420	1107
2399	4421	1105
2400	4423	1103
2401	4424	1101
2402	4426	1099
2403	4428	1097
2404	4430	1096
2405	4431	1094
2406	4432	1092
2407	4433	1090
2408	4435	1088
2409	4436	1086
2410	4438	1084
2411	4439	1082
2412	4440	1080
2413	4442	1078
2414	4443	1076
2415	4445	1074
2416	4447	1072
2417	4448	1070
2418	4449	1068
2419	4451	1066
2420	4452	1064
2421	4454	1063
2422	4456	1061
2423	4457	1059
2424	4459	1057
2425	4460	1055
2426	4461	1053
2427	4463	1051
2428	4465	1049
2429	4466	1047
2430	4467	1045
2431	4469	1043
2432	4470	1041
2433	4472	1039
2434	4475	1038
2435	4476	1036
2436	4477	1034
2437	4479	1032
2438	4480	1030
2439	4481	1028
2440	4483	1026
2441	4485	1024
2442	4486	1023
2443	4488	1021
2444	4491	1019
2445	4493	1017
2446	4494	1015
2447	4496	1013
2448	4497	1011
2449	4500	1010
2450	4501	1008
2451	4502	1006
2452	4504	1004
2453	4508	1003
2454	4509	1001
2455	4511	999
2456	4512	997
2457	4513	995
2458	4516	993
2459	4517	991
2460	4519	989
2461	4521	988
2462	4523	986
2463	4524	984
2464	4525	982
2465	4526	980
2466	4528	978
2467	4529	976
2468	4531	974
2469	4532	972
2470	4534	970
2471	4535	968
2472	4537	966
2473	4539	965
2474	4540	963
2475	4541	961
2476	4543	959
2477	4544	957
2478	4546	955
2479	4547	953
2480	4549	951
2481	4551	949
2482	4553	948
2483	4554	946
2484	4556	944
2485	4557	942
2486	4558	940
2487	4560	938
2488	4562	936
2489	4565	935
2490	4566	933
2491	4568	931
2492	4569	929
2493	4571	927
2494	4572	925
2495	4573	923
2496	4575	921
2497	4576	919
2498	4578	917
2499	4579	915
2500	4581	914
2501	4583	912
2502	4585	910
2503	4587	908
2504	4588	906
2505	4589	904
2506	4591	902
2507	4594	901
2508	4595	899
2509	4597	897
2510	4599	895
2511	4600	893
2512	4601	891
2513	4602	889
2514	4604	887
2515	4605	886
2516	4607	884
2517	4608	882
2518	4610	880
2519	4611	878
2520	4612	876
2521	4614	874
2522	4616	872
2523	4618	870
2524	4620	869
2525	4621	867
2526	4622	865
2527	4626	863
2528	4628	861
2529	4630	860
2530	4631	858
2531	4632	856
2532	4634	854
2533	4635	852
2534	4637	850
2535	4638	848
2536	4640	846
2537	4641	844
2538	4643	843
2539	4646	841
2540	4647	839
2541	4648	837
2542	4650	835
2543	4651	833
2544	4652	831
2545	4653	829
2546	4655	828
2547	4658	826
2548	4659	824
2549	4661	822
2550	4662	820
2551	4665	818
2552	4666	817
2553	4668	815
2554	4669	813
2555	4671	811
2556	4672	809
2557	4676	808
2558	4678	806
2559	4680	804
2560	4681	802
2561	4682	800
2562	4684	798
2563	4686	797
2564	4688	795
2565	4690	793
2566	4692	791
2567	4694	789
2568	4696	788
2569	4698	786
2570	4700	784
2571	4702	782
2572	4704	780
2573	4706	778
2574	4709	777
2575	4710	775
2576	4712	773
2577	4714	771
2578	4716	770
2579	4718	768
2580	4720	766
2581	4728	765
2582	4730	763
2583	4732	761
2584	4734	760
2585	4738	758
2586	4739	756
2587	4741	754
2588	4743	752
2589	4745	751
2590	4747	749
2591	4749	747
2592	4750	745
2593	4752	743
2594	4754	741
2595	4756	740
2596	4757	738
2597	4758	736
2598	4759	734
2599	4760	732
2600	4762	730
2601	4764	728
2602	4765	726
2603	4767	724
2604	4769	723
2605	4771	721
2606	4772	719
2607	4774	717
2608	4775	715
2609	4776	713
2610	4778	711
2611	4779	710
2612	4781	708
2613	4782	706
2614	4784	704
2615	4786	702
2616	4788	700
2617	4789	698
2618	4790	696
2619	4791	694
2620	4792	693
2621	4795	691
2622	4796	689
2623	4799	687
2624	4800	685
2625	4802	684
2626	4804	682
2627	4805	680
2628	4807	678
2629	4808	676
2630	4811	674
2631	4813	673
2632	4815	671
2633	4817	669
2634	4818	667
2635	4819	665
2636	4820	663
2637	4822	661
2638	4823	659
2639	4824	657
2640	4826	656
2641	4827	654
2642	4829	652
2643	4831	650
2644	4833	648
2645	4834	646
2646	4835	644
2647	4837	642
2648	4838	641
2649	4839	639
2650	4841	637
2651	4842	635
2652	4846	633
2653	4847	632
2654	4849	630
2655	4850	628
2656	4851	626
2657	4853	624
2658	4854	622
2659	4856	620
2660	4857	618
2661	4859	616
2662	4861	615
2663	4863	613
2664	4864	611
2665	4866	609
2666	4867	607
2667	4868	605
2668	4870	603
2669	4872	602
2670	4873	600
2671	4876	598
2672	4877	596
2673	4878	594
2674	4880	592
2675	4881	591
2676	4883	589
2677	4884	587
2678	4885	585
2679	4887	583
2680	4888	581
2681	4890	579
2682	4893	578
2683	4895	576
2684	4896	574
2685	4897	572
2686	4898	570
2687	4901	568
2688	4903	567
2689	4906	565
2690	4909	563
2691	4911	561
2692	4912	560
2693	4914	558
2694	4915	556
2695	4916	554
2696	4918	552
2697	4920	550
2698	4924	549
2699	4927	547
2700	4928	545
2701	4929	543
2702	4930	541
2703	4931	539
2704	4933	538
2705	4935	536
2706	4936	534
2707	4938	532
2708	4940	530
2709	4942	528
2710	4943	526
2711	4944	525
2712	4945	523
2713	4947	521
2714	4948	519
2715	4951	517
2716	4954	516
2717	4956	514
2718	4957	512
2719	4958	510
2720	4960	508
2721	4962	506
2722	4963	504
2723	4965	503
2724	4966	501
2725	4968	499
2726	4971	497
2727	4972	495
2728	4974	494
2729	4975	492
2730	4977	490
2731	4979	488
2732	4981	486
2733	4982	484
2734	4986	483
2735	4987	481
2736	4988	479
2737	4990	477
2738	4991	475
2739	4993	473
2740	4995	471
2741	4997	470
2742	4998	468
2743	5001	466
2744	5003	464
2745	5004	462
2746	5005	461
2747	5006	459
2748	5008	457
2749	5010	455
2750	5012	453
2751	5014	451
2752	5016	450
2753	5017	448
2754	5019	446
2755	5020	444
2756	5022	442
2757	5023	440
2758	5025	438
2759	5028	437
2760	5029	435
2761	5032	433
2762	5033	431
2763	5035	429
2764	5036	428
2765	5037	426
2766	5038	424
2767	5040	422
2768	5042	420
2769	5044	418
2770	5046	417
2771	5049	415
2772	5050	413
2773	5052	411
2774	5053	409
2775	5054	407
2776	5056	406
2777	5058	404
2778	5060	402
2779	5063	400
2780	5065	398
2781	5066	397
2782	5067	395
2783	5069	393
2784	5070	391
2785	5072	389
2786	5074	387
2787	5075	385
2788	5077	384
2789	5079	382
2790	5083	380
2791	5084	378
2792	5087	377
2793	5089	375
2794	5091	373
2795	5093	371
2796	5095	369
2797	5097	367
2798	5099	366
2799	5101	364
2800	5103	362
2801	5105	360
2802	5107	358
2803	5109	357
2804	5110	355
2805	5112	353
2806	5114	351
2807	5116	349
2808	5117	347
2809	5119	346
2810	5121	344
2811	5122	342
2812	5124	340
2813	5127	338
2814	5128	337
2815	5130	335
2816	5131	333
2817	5132	331
2818	5134	329
2819	5136	327
2820	5138	326
2821	5140	324
2822	5142	322
2823	5144	320
2824	5145	318
2825	5146	316
2826	5148	315
2827	5151	313
2828	5153	311
2829	5156	309
2830	5159	308
2831	5170	306
2832	5173	304
2833	5180	303
2834	5181	301
2835	5183	299
2836	5185	297
2837	5187	296
2838	5189	294
2839	5190	292
2840	5192	290
2841	5193	288
2842	5195	286
2843	5197	285
2844	5199	283
2845	5200	281
2846	5202	279
2847	5203	277
2848	5205	275
2849	5207	274
2850	5208	272
2851	5211	270
2852	5218	268
2853	5224	267
2854	5230	265
2855	5238	264
2856	5246	262
2857	5248	260
2858	5250	258
2859	5252	257
2860	5267	255
2861	5269	254
2862	5271	252
2863	5273	250
2864	5276	248
2865	5279	246
2866	5281	244
2867	5282	243
2868	5284	241
2869	5286	239
2870	5288	237
2871	5292	235
2872	5295	234
2873	5297	232
2874	5299	230
2875	5301	228
2876	5303	226
2877	5306	224
2878	5309	223
2879	5311	221
2880	5312	219
2881	5315	217
2882	5317	215
2883	5319	213
2884	5321	212
2885	5322	210
2886	5324	208
2887	5326	206
2888	5328	204
2889	5330	202
2890	5331	201
2891	5333	199
2892	5334	197
2893	5336	195
2894	5339	193
2895	5340	191
2896	5342	189
2897	5344	188
2898	5345	186
2899	5346	184
2900	5347	182
2901	5349	180
2902	5351	178
2903	5352	176
2904	5354	175
2905	5356	173
2906	5358	171
2907	5359	169
2908	5361	167
2909	5363	165
2910	5364	164
2911	5366	162
2912	5367	160
2913	5370	158
2914	5372	156
2915	5374	154
2916	5376	152
2917	5378	151
2918	5379	149
2919	5381	147
2920	5382	145
2921	5384	143
2922	5386	141
2923	5387	140
2924	5389	138
2925	5391	136
2926	5393	134
2927	5394	132
2928	5395	130
2929	5397	128
2930	5399	127
2931	5402	125
2932	5403	123
2933	5404	121
2934	5408	119
2935	5410	117
2936	5411	116
2937	5412	114
2938	5415	112
2939	5417	110
2940	5418	108
2941	5420	106
2942	5423	105
2943	5425	103
2944	5426	101
2945	5427	99
2946	5431	97
2947	5434	95
2948	5437	94
2949	5439	92
2950	5441	90
2951	5442	88
2952	5444	86
2953	5446	84
2954	5448	82
2955	5450	81
2956	5451	79
2957	5453	77
2958	5455	75
2959	5457	73
2960	5461	71
2961	5463	70
2962	5465	68
2963	5466	66
2964	5470	64
2965	5472	62
2966	5473	60
2967	5475	59
2968	5477	57
2969	5480	55
2970	5484	53
2971	5488	51
2972	5489	49
2973	5491	48
2974	5493	46
2975	5494	44
2976	5496	42
2977	5498	40
2978	5501	38
2979	5504	36
2980	5505	35
2981	5509	33
2982	5510	31
2983	5513	29
2984	5515	27
2985	5517	25
2986	5518	24
2987	5520	22
2988	5522	20
2989	5524	18
2990	5526	16
2991	5528	14
2992	5530	12
2993	5532	11
2994	5534	9
2995	5535	7
2996	5537	5
2997	5541	3
2998	5543	1
2999	5544	0
