iter	Passed	Remaining
372	705	4971
373	707	4965
374	709	4968
375	713	4976
376	714	4972
377	716	4966
378	718	4969
379	720	4964
380	722	4967
381	727	4986
382	729	4982
383	730	4977
384	732	4972
385	733	4967
386	735	4963
387	736	4961
388	739	4964
389	741	4964
390	743	4960
391	744	4955
392	746	4949
393	747	4943
394	748	4937
395	749	4931
396	751	4928
397	754	4934
398	757	4938
399	759	4934
400	760	4930
401	762	4925
402	763	4920
403	765	4919
404	766	4914
405	769	4913
406	773	4925
407	774	4922
408	776	4919
409	778	4917
410	780	4915
411	782	4912
412	783	4906
413	785	4903
414	788	4912
415	790	4912
416	792	4909
417	793	4903
418	795	4899
419	797	4896
420	798	4894
421	802	4899
422	804	4899
423	805	4894
424	806	4888
425	808	4882
426	809	4879
427	812	4881
428	813	4876
429	815	4871
430	816	4866
431	818	4867
432	820	4861
433	821	4857
434	823	4854
435	824	4850
436	827	4851
437	828	4848
438	830	4844
439	832	4842
440	834	4840
441	835	4834
442	837	4835
443	839	4833
444	841	4833
445	844	4837
446	846	4836
447	849	4839
448	859	4881
449	861	4880
450	862	4876
451	866	4882
452	871	4899
453	877	4922
454	879	4922
455	883	4926
456	886	4932
457	888	4928
458	892	4938
459	897	4953
460	899	4955
461	901	4951
462	905	4960
463	907	4958
464	916	4997
465	919	5000
466	927	5031
467	936	5065
468	938	5065
469	940	5063
470	943	5063
471	946	5070
472	949	5072
473	952	5073
474	954	5075
475	956	5071
476	958	5072
477	960	5070
478	962	5064
479	963	5058
480	964	5052
481	966	5047
482	967	5040
483	968	5035
484	969	5029
485	971	5025
486	972	5020
487	974	5014
488	976	5013
489	977	5008
490	979	5005
491	981	5002
492	982	4997
493	984	4992
494	986	4989
495	988	4988
496	990	4986
497	992	4985
498	994	4982
499	996	4982
500	998	4979
501	999	4975
502	1001	4972
503	1003	4968
504	1004	4962
505	1005	4956
506	1007	4951
507	1008	4946
508	1010	4943
509	1011	4940
510	1013	4935
511	1014	4930
512	1016	4925
513	1017	4921
514	1020	4922
515	1022	4920
516	1024	4918
517	1025	4913
518	1026	4907
519	1027	4901
520	1029	4896
521	1030	4893
522	1032	4889
523	1033	4884
524	1035	4879
525	1036	4874
526	1037	4869
527	1040	4870
528	1042	4868
529	1043	4862
530	1044	4857
531	1045	4852
532	1047	4847
533	1048	4842
534	1050	4838
535	1052	4836
536	1053	4832
537	1055	4828
538	1058	4834
539	1060	4833
540	1062	4829
541	1064	4826
542	1065	4822
543	1067	4818
544	1069	4816
545	1071	4815
546	1073	4813
547	1075	4810
548	1076	4805
549	1077	4800
550	1079	4796
551	1081	4794
552	1083	4793
553	1085	4794
554	1087	4789
555	1088	4785
556	1090	4781
557	1092	4779
558	1093	4775
559	1094	4770
560	1096	4766
561	1098	4763
562	1100	4763
563	1102	4760
564	1103	4756
565	1105	4751
566	1106	4746
567	1107	4743
568	1109	4739
569	1111	4738
570	1113	4735
571	1115	4736
572	1118	4735
573	1119	4730
574	1120	4725
575	1121	4719
576	1123	4716
577	1124	4712
578	1125	4707
579	1127	4702
580	1130	4704
581	1133	4709
582	1134	4705
583	1136	4700
584	1137	4697
585	1140	4697
586	1141	4693
587	1143	4690
588	1146	4691
589	1148	4691
590	1150	4687
591	1152	4686
592	1153	4682
593	1154	4678
594	1156	4674
595	1158	4671
596	1160	4669
597	1161	4666
598	1164	4666
599	1165	4661
600	1166	4657
601	1168	4653
602	1169	4650
603	1171	4645
604	1172	4641
605	1173	4636
606	1175	4632
607	1176	4628
608	1177	4623
609	1179	4620
610	1181	4620
611	1182	4615
612	1184	4611
613	1186	4608
614	1187	4605
615	1189	4602
616	1190	4599
617	1192	4595
618	1193	4590
619	1194	4585
620	1195	4580
621	1197	4577
622	1198	4572
623	1199	4568
624	1201	4564
625	1202	4561
626	1204	4556
627	1205	4553
628	1207	4552
629	1211	4556
630	1212	4551
631	1213	4547
632	1215	4543
633	1216	4540
634	1217	4536
635	1219	4532
636	1220	4527
637	1223	4529
638	1224	4526
639	1226	4521
640	1227	4518
641	1229	4514
642	1230	4510
643	1232	4507
644	1233	4503
645	1234	4499
646	1236	4495
647	1239	4497
648	1242	4502
649	1244	4498
650	1245	4493
651	1246	4488
652	1247	4485
653	1249	4481
654	1250	4477
655	1252	4476
656	1254	4474
657	1256	4471
658	1257	4468
659	1259	4467
660	1261	4462
661	1262	4458
662	1263	4454
663	1265	4451
664	1266	4447
665	1269	4448
666	1271	4446
667	1273	4446
668	1274	4442
669	1276	4437
670	1277	4434
671	1279	4433
672	1280	4429
673	1282	4427
674	1284	4423
675	1286	4421
676	1289	4424
677	1291	4422
678	1293	4421
679	1294	4417
680	1296	4414
681	1298	4412
682	1300	4411
683	1302	4409
684	1303	4405
685	1305	4402
686	1307	4403
687	1310	4404
688	1312	4402
689	1315	4404
690	1317	4401
691	1318	4398
692	1321	4398
693	1323	4397
694	1325	4395
695	1326	4392
696	1328	4390
697	1331	4391
698	1333	4388
699	1336	4390
700	1337	4387
701	1339	4383
702	1340	4379
703	1341	4376
704	1343	4372
705	1344	4368
706	1346	4366
707	1347	4363
708	1349	4360
709	1350	4355
710	1351	4352
711	1352	4347
712	1354	4344
713	1356	4342
714	1358	4341
715	1360	4338
716	1362	4337
717	1363	4334
718	1365	4330
719	1366	4326
720	1367	4323
721	1369	4319
722	1370	4315
723	1371	4312
724	1374	4312
725	1375	4308
726	1377	4305
727	1378	4302
728	1380	4300
729	1382	4298
730	1384	4296
731	1385	4293
732	1387	4291
733	1388	4288
734	1390	4284
735	1392	4282
736	1393	4279
737	1395	4277
738	1396	4273
739	1398	4270
740	1400	4268
741	1401	4264
742	1402	4261
743	1404	4257
744	1405	4254
745	1407	4252
746	1409	4249
747	1410	4247
748	1412	4244
749	1413	4240
750	1414	4236
751	1416	4233
752	1417	4230
753	1419	4227
754	1420	4223
755	1422	4221
756	1423	4218
757	1426	4218
758	1428	4216
759	1429	4212
760	1430	4208
761	1431	4205
762	1433	4201
763	1434	4198
764	1435	4194
765	1437	4193
766	1439	4190
767	1441	4188
768	1442	4184
769	1444	4182
770	1445	4179
771	1447	4176
772	1448	4173
773	1449	4169
774	1451	4165
775	1452	4163
776	1454	4161
777	1456	4160
778	1458	4158
779	1460	4155
780	1461	4151
781	1462	4148
782	1463	4145
783	1465	4141
784	1466	4139
785	1468	4137
786	1470	4134
787	1472	4132
788	1473	4129
789	1475	4126
790	1476	4123
791	1477	4119
792	1479	4116
793	1480	4112
794	1481	4109
795	1482	4106
796	1485	4106
797	1487	4104
798	1488	4100
799	1489	4097
800	1491	4093
801	1492	4089
802	1493	4086
803	1495	4083
804	1496	4080
805	1498	4078
806	1500	4076
807	1501	4074
808	1504	4073
809	1505	4070
810	1507	4068
811	1508	4064
812	1509	4061
813	1511	4058
814	1513	4056
815	1514	4054
816	1516	4051
817	1518	4050
818	1520	4050
819	1522	4047
820	1524	4045
821	1525	4042
822	1527	4039
823	1528	4036
824	1530	4034
825	1531	4031
826	1533	4030
827	1535	4028
828	1537	4026
829	1539	4024
830	1540	4022
831	1542	4020
832	1544	4018
833	1546	4016
834	1547	4013
835	1549	4011
836	1551	4009
837	1553	4007
838	1555	4005
839	1556	4003
840	1558	4000
841	1560	3999
842	1562	3997
843	1564	3996
844	1566	3996
845	1568	3994
846	1570	3992
847	1572	3989
848	1573	3987
849	1575	3984
850	1577	3982
851	1580	3985
852	1583	3984
853	1584	3981
854	1585	3978
855	1588	3978
856	1589	3975
857	1593	3979
858	1597	3981
859	1598	3977
860	1600	3976
861	1602	3975
862	1604	3972
863	1606	3970
864	1607	3968
865	1609	3966
866	1611	3963
867	1612	3960
868	1614	3958
869	1615	3956
870	1617	3954
871	1619	3951
872	1621	3950
873	1623	3950
874	1625	3948
875	1628	3947
876	1629	3944
877	1631	3944
878	1633	3942
879	1635	3939
880	1636	3936
881	1638	3935
882	1640	3932
883	1642	3931
884	1644	3929
885	1645	3927
886	1647	3924
887	1648	3921
888	1650	3918
889	1651	3916
890	1654	3915
891	1656	3915
892	1658	3914
893	1660	3912
894	1662	3909
895	1663	3906
896	1665	3904
897	1667	3902
898	1669	3900
899	1671	3900
900	1673	3898
901	1675	3896
902	1676	3893
903	1678	3891
904	1679	3888
905	1682	3887
906	1684	3886
907	1686	3884
908	1687	3882
909	1689	3880
910	1692	3880
911	1693	3877
912	1694	3874
913	1696	3871
914	1697	3868
915	1700	3867
916	1702	3866
917	1703	3864
918	1706	3865
919	1708	3861
920	1709	3858
921	1710	3856
922	1712	3853
923	1714	3850
924	1715	3848
925	1717	3845
926	1718	3843
927	1719	3840
928	1721	3837
929	1723	3835
930	1725	3834
931	1727	3832
932	1728	3829
933	1730	3828
934	1732	3825
935	1733	3822
936	1734	3819
937	1736	3817
938	1738	3815
939	1740	3814
940	1742	3812
941	1743	3809
942	1745	3806
943	1746	3804
944	1748	3803
945	1750	3801
946	1752	3799
947	1753	3796
948	1755	3793
949	1756	3791
950	1758	3788
951	1760	3786
952	1762	3785
953	1763	3783
954	1765	3780
955	1766	3777
956	1769	3776
957	1770	3774
958	1772	3771
959	1773	3768
960	1774	3765
961	1776	3763
962	1777	3760
963	1780	3760
964	1781	3757
965	1783	3755
966	1784	3752
967	1786	3749
968	1787	3746
969	1789	3744
970	1791	3743
971	1794	3743
972	1796	3742
973	1797	3738
974	1798	3735
975	1799	3732
976	1801	3729
977	1802	3726
978	1803	3723
979	1805	3721
980	1806	3718
981	1807	3715
982	1809	3712
983	1810	3709
984	1812	3708
985	1814	3705
986	1815	3703
987	1817	3700
988	1818	3698
989	1820	3695
990	1821	3693
991	1823	3691
992	1825	3688
993	1826	3686
994	1827	3683
995	1829	3680
996	1831	3678
997	1833	3677
998	1834	3674
999	1835	3671
1000	1837	3668
1001	1838	3666
1002	1840	3663
1003	1841	3661
1004	1843	3660
1005	1845	3658
1006	1847	3655
1007	1848	3653
1008	1850	3651
1009	1851	3648
1010	1853	3646
1011	1856	3647
1012	1858	3645
1013	1860	3643
1014	1861	3640
1015	1863	3638
1016	1864	3635
1017	1865	3632
1018	1866	3629
1019	1868	3626
1020	1870	3624
1021	1871	3622
1022	1873	3621
1023	1875	3618
1024	1876	3616
1025	1878	3613
1026	1879	3611
1027	1881	3609
1028	1882	3606
1029	1885	3605
1030	1887	3605
1031	1889	3603
1032	1891	3600
1033	1892	3598
1034	1893	3595
1035	1895	3592
1036	1896	3589
1037	1898	3587
1038	1900	3587
1039	1902	3585
1040	1904	3583
1041	1906	3582
1042	1907	3579
1043	1909	3576
1044	1910	3573
1045	1911	3571
1046	1913	3568
1047	1915	3567
1048	1917	3565
1049	1919	3564
1050	1920	3561
1051	1921	3558
1052	1923	3557
1053	1925	3554
1054	1926	3551
1055	1927	3549
1056	1930	3549
1057	1933	3548
1058	1934	3545
1059	1935	3543
1060	1937	3541
1061	1939	3538
1062	1940	3535
1063	1941	3533
1064	1943	3530
1065	1944	3528
1066	1946	3526
1067	1948	3525
1068	1950	3523
1069	1951	3520
1070	1953	3518
1071	1954	3515
1072	1956	3512
1073	1957	3511
1074	1959	3508
1075	1961	3507
1076	1964	3508
1077	1966	3505
1078	1967	3502
1079	1968	3499
1080	1970	3497
1081	1971	3494
1082	1972	3491
1083	1973	3488
1084	1975	3486
1085	1978	3486
1086	1979	3484
1087	1981	3481
1088	1982	3478
1089	1983	3475
1090	1984	3472
1091	1986	3470
1092	1987	3467
1093	1988	3465
1094	1990	3462
1095	1992	3461
1096	1993	3458
1097	1996	3457
1098	1997	3455
1099	1998	3452
1100	1999	3449
1101	2001	3446
1102	2002	3444
1103	2003	3441
1104	2006	3440
1105	2007	3438
1106	2009	3436
1107	2011	3434
1108	2013	3432
1109	2014	3430
1110	2016	3427
1111	2018	3426
1112	2019	3424
1113	2020	3421
1114	2022	3418
1115	2024	3416
1116	2026	3415
1117	2027	3413
1118	2028	3410
1119	2030	3407
1120	2031	3404
1121	2032	3402
1122	2034	3399
1123	2035	3397
1124	2037	3396
1125	2040	3395
1126	2041	3393
1127	2043	3390
1128	2044	3388
1129	2045	3385
1130	2047	3383
1131	2048	3380
1132	2049	3377
1133	2051	3375
1134	2052	3373
1135	2054	3371
1136	2056	3369
1137	2057	3366
1138	2059	3364
1139	2060	3361
1140	2061	3358
1141	2062	3356
1142	2064	3354
1143	2066	3351
1144	2068	3350
1145	2069	3348
1146	2071	3346
1147	2072	3343
1148	2074	3342
1149	2076	3340
1150	2077	3337
1151	2079	3335
1152	2080	3332
1153	2081	3330
1154	2083	3328
1155	2085	3326
1156	2086	3324
1157	2088	3321
1158	2089	3318
1159	2090	3316
1160	2091	3313
1161	2093	3310
1162	2094	3308
1163	2096	3306
1164	2097	3303
1165	2100	3303
1166	2102	3302
1167	2104	3301
1168	2105	3298
1169	2107	3295
1170	2108	3293
1171	2109	3290
1172	2111	3288
1173	2112	3285
1174	2114	3284
1175	2117	3284
1176	2118	3281
1177	2120	3279
1178	2121	3276
1179	2122	3273
1180	2123	3270
1181	2125	3269
1182	2127	3268
1183	2129	3266
1184	2131	3264
1185	2133	3262
1186	2134	3260
1187	2135	3257
1188	2137	3255
1189	2139	3253
1190	2140	3251
1191	2141	3248
1192	2143	3246
1193	2145	3244
1194	2147	3244
1195	2149	3242
1196	2150	3239
1197	2152	3237
1198	2153	3235
1199	2155	3233
1200	2157	3231
1201	2158	3228
1202	2160	3227
1203	2162	3225
1204	2164	3224
1205	2165	3221
1206	2167	3219
1207	2168	3216
1208	2169	3214
1209	2171	3211
1210	2172	3209
1211	2173	3206
1212	2175	3204
1213	2177	3202
1214	2179	3202
1215	2181	3199
1216	2182	3197
1217	2183	3194
1218	2184	3191
1219	2186	3189
1220	2187	3187
1221	2189	3185
1222	2190	3182
1223	2192	3181
1224	2194	3179
1225	2195	3177
1226	2197	3174
1227	2198	3172
1228	2199	3169
1229	2200	3166
1230	2202	3164
1231	2203	3162
1232	2205	3160
1233	2206	3158
1234	2208	3155
1235	2210	3154
1236	2211	3152
1237	2213	3149
1238	2214	3147
1239	2215	3144
1240	2217	3142
1241	2218	3140
1242	2220	3138
1243	2221	3135
1244	2223	3134
1245	2225	3132
1246	2227	3131
1247	2229	3129
1248	2230	3127
1249	2231	3124
1250	2233	3122
1251	2234	3120
1252	2236	3117
1253	2237	3115
1254	2239	3113
1255	2240	3111
1256	2242	3109
1257	2243	3107
1258	2245	3104
1259	2246	3102
1260	2247	3099
1261	2249	3097
1262	2250	3094
1263	2251	3092
1264	2253	3091
1265	2256	3090
1266	2257	3087
1267	2258	3085
1268	2260	3082
1269	2261	3080
1270	2262	3078
1271	2264	3075
1272	2265	3073
1273	2266	3071
1274	2268	3069
1275	2270	3067
1276	2272	3066
1277	2273	3064
1278	2275	3061
1279	2276	3059
1280	2277	3056
1281	2279	3054
1282	2280	3052
1283	2282	3050
1284	2284	3048
1285	2285	3046
1286	2287	3044
1287	2288	3042
1288	2290	3040
1289	2292	3038
1290	2293	3036
1291	2295	3034
1292	2296	3031
1293	2297	3029
1294	2299	3028
1295	2302	3027
1296	2305	3026
1297	2306	3024
1298	2308	3022
1299	2309	3020
1300	2311	3018
1301	2312	3016
1302	2314	3014
1303	2316	3012
1304	2317	3010
1305	2319	3008
1306	2320	3005
1307	2321	3003
1308	2322	3000
1309	2324	2998
1310	2325	2996
1311	2327	2994
1312	2330	2994
1313	2335	2996
1314	2341	3000
1315	2346	3002
1316	2359	3015
1317	2364	3017
1318	2368	3017
1319	2376	3024
1320	2380	3025
1321	2383	3025
1322	2388	3027
1323	2398	3036
1324	2401	3035
1325	2403	3033
1326	2405	3032
1327	2407	3030
1328	2409	3029
1329	2411	3027
1330	2413	3026
1331	2415	3024
1332	2416	3022
1333	2418	3019
1334	2419	3017
1335	2421	3015
1336	2422	3013
1337	2425	3012
1338	2426	3010
1339	2428	3008
1340	2429	3006
1341	2431	3004
1342	2432	3001
1343	2434	2999
1344	2436	2997
1345	2438	2996
1346	2440	2994
1347	2441	2992
1348	2443	2990
1349	2444	2987
1350	2445	2985
1351	2447	2982
1352	2448	2980
1353	2450	2978
1354	2451	2976
1355	2453	2974
1356	2454	2971
1357	2455	2969
1358	2457	2967
1359	2459	2965
1360	2460	2962
1361	2461	2960
1362	2462	2957
1363	2464	2955
1364	2466	2953
1365	2469	2954
1366	2471	2952
1367	2472	2949
1368	2473	2947
1369	2475	2944
1370	2476	2942
1371	2477	2939
1372	2478	2937
1373	2481	2936
1374	2483	2934
1375	2484	2932
1376	2486	2930
1377	2489	2930
1378	2491	2929
1379	2493	2927
1380	2494	2924
1381	2496	2922
1382	2498	2921
1383	2499	2919
1384	2502	2918
1385	2504	2916
1386	2505	2913
1387	2506	2911
1388	2508	2908
1389	2509	2906
1390	2511	2904
1391	2513	2903
1392	2517	2904
1393	2519	2902
1394	2520	2899
1395	2521	2897
1396	2523	2895
1397	2524	2893
1398	2525	2890
1399	2527	2888
1400	2529	2886
1401	2530	2884
1402	2533	2883
1403	2535	2882
1404	2536	2879
1405	2538	2877
1406	2539	2875
1407	2542	2874
1408	2544	2873
1409	2545	2870
1410	2549	2870
1411	2550	2868
1412	2551	2865
1413	2552	2863
1414	2553	2860
1415	2555	2858
1416	2556	2856
1417	2557	2853
1418	2560	2852
1419	2562	2850
1420	2563	2848
1421	2565	2846
1422	2566	2844
1423	2568	2842
1424	2570	2840
1425	2571	2838
1426	2573	2836
1427	2574	2834
1428	2575	2831
1429	2578	2831
1430	2581	2829
1431	2582	2827
1432	2583	2825
1433	2584	2822
1434	2586	2820
1435	2587	2818
1436	2589	2816
1437	2590	2813
1438	2592	2811
1439	2593	2810
1440	2596	2808
1441	2597	2806
1442	2599	2804
1443	2600	2802
1444	2601	2799
1445	2604	2798
1446	2605	2796
1447	2610	2798
1448	2613	2797
1449	2615	2795
1450	2618	2795
1451	2620	2794
1452	2623	2793
1453	2625	2791
1454	2628	2791
1455	2630	2789
1456	2632	2787
1457	2633	2785
1458	2634	2783
1459	2636	2780
1460	2638	2779
1461	2639	2777
1462	2642	2776
1463	2643	2773
1464	2645	2771
1465	2647	2770
1466	2648	2768
1467	2650	2766
1468	2653	2765
1469	2654	2763
1470	2659	2763
1471	2661	2762
1472	2663	2761
1473	2664	2758
1474	2666	2756
1475	2669	2756
1476	2671	2754
1477	2673	2752
1478	2674	2750
1479	2676	2748
1480	2677	2746
1481	2679	2744
1482	2680	2742
1483	2682	2740
1484	2685	2739
1485	2687	2738
1486	2689	2736
1487	2691	2734
1488	2692	2732
1489	2694	2730
1490	2696	2728
1491	2697	2726
1492	2699	2724
1493	2701	2723
1494	2703	2721
1495	2705	2719
1496	2706	2717
1497	2708	2715
1498	2710	2713
1499	2711	2711
1500	2712	2709
1501	2715	2707
1502	2716	2705
1503	2723	2708
1504	2724	2706
1505	2725	2704
1506	2728	2703
1507	2729	2700
1508	2732	2699
1509	2734	2698
1510	2737	2697
1511	2739	2695
1512	2740	2693
1513	2742	2691
1514	2743	2689
1515	2745	2687
1516	2747	2686
1517	2749	2683
1518	2750	2681
1519	2752	2679
1520	2754	2678
1521	2755	2676
1522	2757	2674
1523	2759	2672
1524	2763	2672
1525	2764	2670
1526	2767	2669
1527	2770	2669
1528	2773	2668
1529	2774	2666
1530	2777	2664
1531	2779	2663
1532	2781	2662
1533	2783	2660
1534	2786	2658
1535	2788	2658
1536	2790	2656
1537	2792	2654
1538	2794	2652
1539	2797	2651
1540	2799	2650
1541	2801	2648
1542	2802	2646
1543	2804	2644
1544	2808	2644
1545	2810	2642
1546	2811	2640
1547	2814	2640
1548	2818	2640
1549	2822	2640
1550	2823	2638
1551	2827	2637
1552	2832	2639
1553	2834	2637
1554	2836	2635
1555	2838	2634
1556	2841	2633
1557	2844	2632
1558	2846	2631
1559	2849	2630
1560	2851	2628
1561	2853	2626
1562	2855	2625
1563	2857	2623
1564	2861	2623
1565	2862	2621
1566	2864	2619
1567	2865	2616
1568	2866	2614
1569	2868	2612
1570	2871	2611
1571	2872	2609
1572	2877	2610
1573	2878	2607
1574	2879	2605
1575	2881	2603
1576	2883	2601
1577	2884	2599
1578	2887	2598
1579	2890	2598
1580	2894	2597
1581	2895	2595
1582	2897	2593
1583	2900	2592
1584	2901	2590
1585	2904	2589
1586	2908	2589
1587	2910	2588
1588	2912	2585
1589	2913	2583
1590	2914	2581
1591	2916	2579
1592	2918	2577
1593	2919	2575
1594	2921	2573
1595	2924	2572
1596	2927	2571
1597	2929	2570
1598	2930	2567
1599	2935	2568
1600	2936	2566
1601	2940	2565
1602	2943	2565
1603	2947	2565
1604	2952	2565
1605	2954	2564
1606	2959	2565
1607	2961	2563
1608	2963	2562
1609	2965	2560
1610	2969	2560
1611	2974	2561
1612	2979	2561
1613	2983	2562
1614	2992	2566
1615	2997	2567
1616	3004	2569
1617	3006	2567
1618	3009	2566
1619	3012	2565
1620	3017	2567
1621	3021	2566
1622	3032	2572
1623	3034	2570
1624	3037	2569
1625	3041	2570
1626	3044	2568
1627	3045	2566
1628	3047	2564
1629	3048	2562
1630	3050	2560
1631	3051	2557
1632	3053	2555
1633	3054	2553
1634	3056	2551
1635	3057	2549
1636	3059	2547
1637	3062	2546
1638	3063	2544
1639	3066	2542
1640	3068	2541
1641	3078	2546
1642	3086	2549
1643	3088	2547
1644	3090	2545
1645	3092	2543
1646	3093	2541
1647	3095	2539
1648	3097	2537
1649	3099	2536
1650	3102	2534
1651	3104	2533
1652	3106	2531
1653	3108	2529
1654	3110	2527
1655	3111	2525
1656	3113	2523
1657	3114	2520
1658	3116	2518
1659	3118	2517
1660	3120	2515
1661	3123	2514
1662	3124	2511
1663	3125	2509
1664	3128	2508
1665	3130	2506
1666	3132	2504
1667	3133	2502
1668	3135	2500
1669	3137	2498
1670	3140	2497
1671	3142	2496
1672	3144	2494
1673	3146	2492
1674	3147	2489
1675	3148	2487
1676	3151	2486
1677	3153	2484
1678	3155	2482
1679	3157	2480
1680	3159	2478
1681	3160	2476
1682	3162	2474
1683	3164	2472
1684	3165	2470
1685	3166	2467
1686	3168	2465
1687	3170	2464
1688	3172	2462
1689	3173	2460
1690	3175	2458
1691	3176	2455
1692	3177	2453
1693	3179	2451
1694	3180	2448
1695	3182	2446
1696	3183	2444
1697	3185	2442
1698	3188	2441
1699	3190	2439
1700	3191	2437
1701	3193	2435
1702	3194	2432
1703	3195	2430
1704	3197	2428
1705	3199	2427
1706	3202	2425
1707	3203	2423
1708	3206	2422
1709	3208	2420
1710	3209	2417
1711	3211	2416
1712	3213	2413
1713	3214	2412
1714	3218	2411
1715	3220	2409
1716	3221	2407
1717	3223	2405
1718	3224	2402
