iter	RMSE
471	0.2976740608
472	0.2976281077
473	0.2975776556
474	0.2973776045
475	0.2973169082
476	0.2972604019
477	0.2971840334
478	0.2969960173
479	0.2969248569
480	0.2968472156
481	0.2966399732
482	0.2965764181
483	0.2965068873
484	0.2964107979
485	0.2963496724
486	0.2963032037
487	0.296243513
488	0.296190704
489	0.2961421708
490	0.296078636
491	0.2960128798
492	0.2959501345
493	0.2958896009
494	0.2958260787
495	0.2956502687
496	0.2956002143
497	0.2955520637
498	0.2954897663
499	0.2954172087
500	0.2953771505
501	0.2953122964
502	0.295261171
503	0.2952070693
504	0.2951666717
505	0.2950996292
506	0.2950222883
507	0.2948626569
508	0.2947940697
509	0.2947335911
510	0.2946645022
511	0.2946094623
512	0.2945559394
513	0.2944190508
514	0.294364294
515	0.294313061
516	0.294256906
517	0.2941949873
518	0.2941479986
519	0.2940782388
520	0.2939235274
521	0.2938731241
522	0.2938257418
523	0.2937530709
524	0.2937064633
525	0.2936236833
526	0.2935833192
527	0.2934709398
528	0.2934112385
529	0.2933679065
530	0.2932944351
531	0.2932376777
532	0.2931520479
533	0.2930911544
534	0.293044015
535	0.2930045204
536	0.2929718494
537	0.2928930491
538	0.2928272181
539	0.2927666298
540	0.2927325908
541	0.292679885
542	0.2926299147
543	0.2925769639
544	0.2925255612
545	0.2924690864
546	0.2924006743
547	0.2923551574
548	0.2923220971
549	0.2922594573
550	0.2922057029
551	0.2921669352
552	0.2921060422
553	0.2920739769
554	0.2920217099
555	0.2919659771
556	0.2918067269
557	0.291763152
558	0.2917167196
559	0.2916024183
560	0.2915451887
561	0.2914827157
562	0.2914427955
563	0.291392594
564	0.2913418723
565	0.2912836867
566	0.291246406
567	0.2912046346
568	0.2911669059
569	0.2911144193
570	0.2910588366
571	0.2910167808
572	0.2909699511
573	0.2909175416
574	0.2908793143
575	0.2908394733
576	0.290799258
577	0.2907340166
578	0.290690773
579	0.2906636633
580	0.2906189085
581	0.2905043276
582	0.2904513918
583	0.2904191642
584	0.2903648608
585	0.2903199108
586	0.2902766912
587	0.2902175192
588	0.2901748324
589	0.2900910483
590	0.2899398256
591	0.2898714361
592	0.2898168082
593	0.2896625931
594	0.2896028816
595	0.2895402917
596	0.2895025925
597	0.2894517108
598	0.289394088
599	0.289352489
600	0.2893253516
601	0.2892666296
602	0.2892159012
603	0.2891628189
604	0.2891126142
605	0.2890509417
606	0.2890131335
607	0.2889589046
608	0.2888822
609	0.2887876347
610	0.2887504473
611	0.2886909339
612	0.2886367129
613	0.2885842918
614	0.2885168499
615	0.2884831953
616	0.2884002429
617	0.2883603568
618	0.2881966515
619	0.2881254951
620	0.2880895801
621	0.2880504089
622	0.2879929933
623	0.2879362492
624	0.2878903411
625	0.2878637448
626	0.287809025
627	0.2877669004
628	0.2877195242
629	0.2876805278
630	0.2876455284
631	0.287607771
632	0.2875151909
633	0.2874778335
634	0.287441664
635	0.2872897977
636	0.2872314488
637	0.2871854429
638	0.2870969484
639	0.2870657929
640	0.2870056455
641	0.2869686991
642	0.2869468668
643	0.2868786955
644	0.2868366297
645	0.2867908652
646	0.2867469561
647	0.2866953947
648	0.2866739627
649	0.2866388364
650	0.2866115082
651	0.2865655106
652	0.286539694
653	0.2864986275
654	0.2864540678
655	0.2864210188
656	0.2863784452
657	0.2863091202
658	0.2862687643
659	0.2862224097
660	0.2861719104
661	0.2861277141
662	0.2860850299
663	0.2859574169
664	0.2858332347
665	0.2858044674
666	0.2857679741
667	0.2857233832
668	0.285679182
669	0.2856383459
670	0.2855990884
671	0.2855625154
672	0.2855340575
673	0.285491563
674	0.2854315322
675	0.2853938387
676	0.2853686184
677	0.285342115
678	0.2852738995
679	0.2852538881
680	0.2852156066
681	0.2851732024
682	0.2851262527
683	0.2850918425
684	0.2850286636
685	0.2849245412
686	0.2848871287
687	0.2848530406
688	0.284831784
689	0.2847644878
690	0.2847369625
691	0.2846900181
692	0.2846549682
693	0.2845490294
694	0.2845156294
695	0.2844938116
696	0.2844310664
697	0.2843876171
698	0.2842843235
699	0.2842602885
700	0.2842001701
701	0.2841620802
702	0.2841163226
703	0.2840740503
704	0.2840152025
705	0.2839725182
706	0.2839120396
707	0.28388607
708	0.2838560151
709	0.283821666
710	0.2837908155
711	0.2837586388
712	0.2837257273
713	0.2836870076
714	0.2836604907
715	0.283621787
716	0.2835912696
717	0.2835393446
718	0.2834901463
719	0.28345624
720	0.2833991137
721	0.2833731534
722	0.2833322714
723	0.283284256
724	0.2832463338
725	0.283196022
726	0.2831421646
727	0.2830122734
728	0.2829747647
729	0.2829212428
730	0.2828474042
731	0.2828092467
732	0.2827790815
733	0.2827520307
734	0.2827129353
735	0.2826774814
736	0.2826501881
737	0.2826099161
738	0.2825773478
739	0.2825270182
740	0.2824945258
741	0.2824685034
742	0.2824324441
743	0.2824060776
744	0.2823839818
745	0.2823496116
746	0.2822198501
747	0.2821836776
748	0.2821479075
749	0.2821084461
750	0.2820763869
751	0.2820437463
752	0.2820064916
753	0.2819777482
754	0.2819429969
755	0.2818351785
756	0.2818007587
757	0.2817796035
758	0.2817471248
759	0.2817057903
760	0.2816760503
761	0.2816009601
762	0.2815567898
763	0.2815172495
764	0.2814792148
765	0.2813607202
766	0.2813396173
767	0.2813021027
768	0.2812539465
769	0.2811817924
770	0.28112223
771	0.2810854305
772	0.2809648068
773	0.2809397128
774	0.2808961092
775	0.2808676901
776	0.2808447644
777	0.2807317113
778	0.2806831088
779	0.2806346615
780	0.2806175348
781	0.2805786246
782	0.2805441237
783	0.2804893646
784	0.2804541065
785	0.2803854473
786	0.2803696726
787	0.2803226876
788	0.2802908033
789	0.2801625527
790	0.2801326521
791	0.2801092183
792	0.280025526
793	0.2799785664
794	0.279927397
795	0.2799084796
796	0.2798301562
797	0.2797923108
798	0.2796937451
799	0.2796603042
800	0.2796235106
801	0.2796020252
802	0.2795635914
803	0.2795315536
804	0.2795081913
805	0.2794721788
806	0.2793790843
807	0.2793257434
808	0.279294953
809	0.2792724475
810	0.2792296721
811	0.2791959213
812	0.2790844262
813	0.2790254771
814	0.2789967918
815	0.2789530426
816	0.2789220862
817	0.2789052143
818	0.2788575387
819	0.2788385789
820	0.2787700431
821	0.2786958735
822	0.278678232
823	0.2786188208
824	0.2786006359
825	0.2785693718
826	0.2785432262
827	0.2785158006
828	0.2784947715
829	0.2783951356
830	0.2783723005
831	0.2783519168
832	0.2783238452
833	0.2783032224
834	0.2782685561
835	0.2782352484
836	0.2781803889
837	0.2781579744
838	0.2781277727
839	0.2780949871
840	0.2780592828
841	0.2780272103
842	0.2779979451
843	0.2779659529
844	0.2779413212
845	0.277847358
846	0.2777914714
847	0.2777707498
848	0.2776788536
849	0.2776514953
850	0.2776232738
851	0.27758612
852	0.27748163
853	0.2774472325
854	0.2774190602
855	0.2773859966
856	0.2773509397
857	0.2773243172
858	0.2772663072
859	0.277244488
860	0.2772166528
861	0.277138711
862	0.2771141481
863	0.2770877045
864	0.2770549603
865	0.2769441827
866	0.2769160589
867	0.2768851361
868	0.2768619701
869	0.2768360686
870	0.2767899564
871	0.2767601587
872	0.276653177
873	0.2766157167
874	0.2765645516
875	0.2765213021
876	0.2765021077
877	0.2764487434
878	0.2763376105
879	0.2762679306
880	0.2762075056
881	0.2761671358
882	0.2761294588
883	0.2761059148
884	0.2760683488
885	0.2760398508
886	0.276010921
887	0.2759814326
888	0.2759286411
889	0.275897749
890	0.2758669134
891	0.2758466812
892	0.2757957724
893	0.275778465
894	0.2757363299
895	0.2757034716
896	0.2756594058
897	0.2756387467
898	0.2756078653
899	0.2755891463
900	0.275547195
901	0.275477242
902	0.2754574077
903	0.2753640812
904	0.2753172188
905	0.2752022323
906	0.2751689609
907	0.275090228
908	0.2750621684
909	0.2750345726
910	0.2749951886
911	0.2749504381
912	0.2748797793
913	0.274859001
914	0.2748300817
915	0.2747506397
916	0.2747039793
917	0.274652163
918	0.2746279221
919	0.2746108931
920	0.2745839124
921	0.2745544981
922	0.2745289481
923	0.2745091077
924	0.2744765934
925	0.2744587636
926	0.2744359331
927	0.2744172755
928	0.2743789754
929	0.2743463873
930	0.2743117032
931	0.2742767453
932	0.2742463283
933	0.274189478
934	0.2741707211
935	0.2741501961
936	0.2740856241
937	0.2740579394
938	0.2740329732
939	0.2740121931
940	0.2739808202
941	0.2739055725
942	0.2738609321
943	0.2738311443
944	0.273791226
945	0.2737509663
946	0.2737146309
947	0.2736664363
948	0.2735655604
949	0.2735064598
950	0.2734801673
951	0.2734486143
952	0.2734238451
953	0.2733911689
954	0.2733507388
955	0.2733153254
956	0.273207617
957	0.2731212631
958	0.2730997334
959	0.2730761743
960	0.2730017918
961	0.2729457366
962	0.2729243224
963	0.2728579923
964	0.2728274313
965	0.2727929251
966	0.2727646183
967	0.2727244338
968	0.2726638211
969	0.2726493996
970	0.2726202287
971	0.2725847294
972	0.2725507473
973	0.272524454
974	0.2724279393
975	0.2724039113
976	0.2723721172
977	0.2723373318
978	0.2723126383
979	0.2722854078
980	0.272259372
981	0.2722279748
982	0.2721996087
983	0.2721732302
984	0.2720762605
985	0.2720413815
986	0.2720169873
987	0.2719561074
988	0.2719246348
989	0.2718947502
990	0.2718706593
991	0.2718217126
992	0.2717935514
993	0.271749009
994	0.2717161177
995	0.2716959225
996	0.2716482219
997	0.2716206404
998	0.2716011085
999	0.2715134303
1000	0.2714833565
1001	0.2714614192
1002	0.2714320142
1003	0.2713990982
1004	0.2713699886
1005	0.2713347716
1006	0.2712996256
1007	0.2712720345
1008	0.2712421697
1009	0.2712175954
1010	0.27120595
1011	0.2711648577
1012	0.271092633
1013	0.2710452387
1014	0.2709728964
1015	0.2709242022
1016	0.2708955667
1017	0.2708667987
1018	0.2708480615
1019	0.2707574994
1020	0.2707235555
1021	0.270704282
1022	0.2706759324
1023	0.2705988652
1024	0.270575835
1025	0.2705562609
1026	0.270527806
1027	0.2704975872
1028	0.2704714089
1029	0.2704336936
1030	0.2704103272
1031	0.2703781926
1032	0.2703200036
1033	0.2702943677
1034	0.2702739866
1035	0.2702389353
1036	0.2702204424
1037	0.2701888727
1038	0.2701690469
1039	0.2701329883
1040	0.2700778774
1041	0.2700520395
1042	0.2699693052
1043	0.2699157549
1044	0.269890684
1045	0.2698557801
1046	0.2698288408
1047	0.269801215
1048	0.2697817252
1049	0.2697214062
1050	0.2696398928
1051	0.2696095717
1052	0.2695248527
1053	0.2695019901
1054	0.2694653948
1055	0.26942375
1056	0.2693544138
1057	0.2693290431
1058	0.2692960447
1059	0.2692692952
1060	0.2692429697
1061	0.2692252512
1062	0.2692015845
1063	0.269178571
1064	0.2691027506
1065	0.2690755013
1066	0.2690357456
1067	0.2690076507
1068	0.2689331198
1069	0.2689140005
1070	0.2688903158
1071	0.2688608096
1072	0.2688188855
1073	0.2688005655
1074	0.2687762498
1075	0.2687408771
1076	0.2687014756
1077	0.2686746771
1078	0.2686488694
1079	0.268612652
1080	0.2685649906
1081	0.26854429
1082	0.2685167261
1083	0.2684846256
1084	0.268403498
1085	0.2683711529
1086	0.2682913677
1087	0.2682699703
1088	0.2682426378
1089	0.2682163266
1090	0.2681848738
1091	0.2681523014
1092	0.2681216454
1093	0.2680405704
1094	0.2680126409
1095	0.2679619277
1096	0.2679305354
1097	0.2678547647
1098	0.2678295008
1099	0.2678011676
1100	0.2677802846
1101	0.2677584766
1102	0.267734328
1103	0.2677104922
1104	0.2676885395
1105	0.2676574413
1106	0.2675818206
1107	0.2675561509
1108	0.2675304712
1109	0.267455304
1110	0.2674243993
1111	0.2673870548
1112	0.2673555341
1113	0.2673353782
1114	0.2673048638
1115	0.2672779081
1116	0.267251134
1117	0.2672155141
1118	0.2671901315
1119	0.2671656105
1120	0.2671435619
1121	0.2671216941
1122	0.2670900935
1123	0.2670637939
1124	0.2670338928
1125	0.2670064678
1126	0.2669880274
1127	0.2669638915
1128	0.2669422059
1129	0.26692364
1130	0.266893805
1131	0.2668717025
1132	0.2668455199
1133	0.2668178598
1134	0.2667899552
1135	0.2667615087
1136	0.2667370994
1137	0.2667058897
1138	0.2666711573
1139	0.2666328075
1140	0.2666129893
1141	0.2665847584
1142	0.2665683793
1143	0.2665465267
1144	0.2665317866
1145	0.2665140374
1146	0.2664953752
1147	0.2664674337
1148	0.2664439839
1149	0.2664239821
1150	0.2663920598
1151	0.2663650207
1152	0.2663316397
1153	0.266309035
1154	0.2662809789
1155	0.2662391227
1156	0.2662108497
1157	0.2661935374
1158	0.2661671509
1159	0.2661460191
1160	0.266122088
1161	0.2660954187
1162	0.2660761965
1163	0.2660561495
1164	0.2660259128
1165	0.2660002909
1166	0.2659803638
1167	0.265959685
1168	0.2659325531
1169	0.2659087515
1170	0.2658851342
1171	0.2658553389
1172	0.2658367531
1173	0.2657717301
1174	0.2657520259
1175	0.265716009
1176	0.2656859668
1177	0.2656704617
1178	0.2656522881
1179	0.2656310175
1180	0.2656053909
1181	0.265576871
1182	0.2655556814
1183	0.2655336761
1184	0.2655150188
1185	0.2654925061
1186	0.2654747973
1187	0.265457376
1188	0.2654322101
1189	0.2653892412
1190	0.2653652692
1191	0.2653437648
1192	0.2653188277
1193	0.2653021524
1194	0.2652686121
1195	0.2652425468
1196	0.2651837569
1197	0.2651160975
1198	0.2650935911
1199	0.2650721594
1200	0.2650503416
1201	0.2650408944
1202	0.2650243696
1203	0.265002277
1204	0.2649829194
1205	0.2649646307
1206	0.2649294788
1207	0.2648958353
1208	0.2648739011
1209	0.2648490063
1210	0.2648238702
1211	0.2648014887
1212	0.2647794021
1213	0.2647242775
1214	0.2647050706
1215	0.2646827515
1216	0.2646613164
1217	0.2646431278
1218	0.2646213147
1219	0.2645499856
1220	0.2645217128
1221	0.2645047535
1222	0.26448052
1223	0.2644564517
1224	0.2644311389
1225	0.2643822264
1226	0.2643546809
1227	0.2643268672
1228	0.2643100867
1229	0.2642902909
1230	0.2642771839
1231	0.2642521569
1232	0.2642313188
1233	0.2642073318
1234	0.2641872172
1235	0.2641634798
1236	0.2641392451
1237	0.2641249574
1238	0.2640944983
1239	0.2640746097
1240	0.264053678
1241	0.2640318396
1242	0.2639556221
1243	0.263934971
1244	0.2639076468
1245	0.2638885993
1246	0.2638727235
1247	0.2638537862
1248	0.2638394152
1249	0.2637719472
1250	0.2637541391
1251	0.2637325459
1252	0.2636588148
1253	0.2636431079
1254	0.2636254748
1255	0.2636074662
1256	0.2635878107
1257	0.2635552983
1258	0.2635272374
1259	0.2634619284
1260	0.2634530976
1261	0.2634386025
1262	0.2633927998
1263	0.2633587593
1264	0.2633414698
1265	0.263318285
1266	0.2633030857
1267	0.2632826849
1268	0.2632546916
1269	0.2632409219
1270	0.2632203107
1271	0.2631998734
1272	0.2631798301
1273	0.2631378376
1274	0.2630813538
1275	0.263064744
1276	0.2630577862
1277	0.2630376751
1278	0.2630141025
1279	0.262969529
1280	0.2629609322
1281	0.262941176
1282	0.2629332043
1283	0.2629148785
1284	0.2628927357
1285	0.2628666384
1286	0.2627962457
1287	0.2627749609
1288	0.2627551225
1289	0.2627108919
1290	0.2626455068
1291	0.2626264873
1292	0.2626095289
1293	0.262590767
1294	0.2625695672
1295	0.2625452447
1296	0.2625281282
1297	0.2625050894
1298	0.2624920743
1299	0.2624530819
1300	0.2624394961
1301	0.2624212158
1302	0.2624065341
1303	0.2623633489
1304	0.2623461855
1305	0.2623180665
1306	0.2622984586
1307	0.2622805101
1308	0.2622577094
1309	0.262240009
1310	0.262222999
1311	0.2621965681
1312	0.2621690524
1313	0.262151425
1314	0.2621324242
1315	0.2621085476
1316	0.2620907967
1317	0.2620747514
1318	0.2620611362
1319	0.2620427108
1320	0.2620244262
1321	0.2620062145
1322	0.2619810298
1323	0.2619721912
1324	0.2619509548
1325	0.2619372909
1326	0.2619080863
1327	0.2618908185
1328	0.261859418
1329	0.2618423974
1330	0.2618105426
1331	0.2617625747
1332	0.2617440944
1333	0.2617336272
1334	0.2617081418
1335	0.2616911889
1336	0.2616742324
1337	0.2616322763
1338	0.2616182733
1339	0.2616029205
1340	0.2615860713
1341	0.2615684889
1342	0.2615556396
1343	0.2615477529
1344	0.2615363986
1345	0.2615170127
1346	0.2614965687
1347	0.2614779532
1348	0.2614367547
1349	0.2614058551
1350	0.2613883281
1351	0.2613741621
1352	0.2613601194
1353	0.2613520096
1354	0.2613396233
1355	0.2613220838
1356	0.2613021422
1357	0.261271789
1358	0.2612474439
1359	0.2612245566
1360	0.2612108436
1361	0.2611978026
1362	0.2611861206
1363	0.2611564903
1364	0.2611339636
1365	0.2611126625
1366	0.2610992782
1367	0.2610833934
1368	0.2610213056
1369	0.2610062177
1370	0.2609852852
1371	0.2609663158
1372	0.2608996772
1373	0.2608715852
1374	0.2608504533
1375	0.2608342869
1376	0.2607969587
1377	0.2607639175
1378	0.2607481415
1379	0.2607327647
1380	0.2607107746
1381	0.2606987944
1382	0.2606880804
1383	0.2606601532
1384	0.2606428904
1385	0.2606182528
1386	0.2606105579
1387	0.2605898714
1388	0.2605632143
1389	0.2605466889
1390	0.2605284191
1391	0.2604888911
1392	0.2604764635
1393	0.2604691088
1394	0.2604509
1395	0.260434677
1396	0.2604164387
1397	0.2603908293
1398	0.2603836082
1399	0.2603652084
1400	0.2603264129
1401	0.2603098703
1402	0.2602891957
1403	0.2602620658
1404	0.260237713
1405	0.2601771703
1406	0.2601556862
1407	0.2601370876
1408	0.2601248039
1409	0.2601086587
1410	0.2600709849
1411	0.2600507486
1412	0.2600350738
1413	0.2600280946
1414	0.2600133946
1415	0.2599461194
1416	0.2599297122
1417	0.2599014945
1418	0.259894598
1419	0.2598761718
1420	0.2598587939
1421	0.2598328782
1422	0.2598159731
1423	0.2597995084
1424	0.2597775382
1425	0.2597282177
1426	0.2597103346
1427	0.2596943213
1428	0.2596816165
1429	0.2596561783
1430	0.2596280012
1431	0.2596146077
1432	0.2595951163
1433	0.2595784356
1434	0.2595521442
1435	0.2595398181
1436	0.2595231115
1437	0.2594954249
1438	0.2594761748
1439	0.2594572214
1440	0.259441298
1441	0.2594252244
1442	0.2594135752
1443	0.2594001973
1444	0.2593799153
1445	0.2593595941
1446	0.2593403536
1447	0.2593240962
1448	0.2593001122
1449	0.2592893549
1450	0.2592725624
1451	0.2592553059
1452	0.2592424939
1453	0.2592318808
1454	0.2592091939
1455	0.2591898693
1456	0.2591675996
1457	0.2591515354
1458	0.2591267096
1459	0.2591077172
1460	0.2590905968
1461	0.2590706961
1462	0.2590081552
1463	0.2589518321
1464	0.2589445044
1465	0.2588839412
1466	0.2588690189
1467	0.2588633843
1468	0.2588077312
1469	0.2587889366
1470	0.2587713884
1471	0.2587372699
1472	0.2587101182
1473	0.2586989102
1474	0.2586840483
1475	0.2586782338
1476	0.2586616593
1477	0.2586029563
1478	0.2585877002
1479	0.2585703436
1480	0.2585572428
1481	0.258493482
1482	0.2584578667
1483	0.2584432228
1484	0.258429513
1485	0.2584182796
1486	0.2584071327
1487	0.2583860802
1488	0.2583444112
1489	0.2583272695
1490	0.2583055805
1491	0.2582906193
1492	0.2582739554
1493	0.2582235886
1494	0.2581906289
1495	0.2581570297
1496	0.2581357026
1497	0.2580996099
1498	0.2580556234
1499	0.2580252951
1500	0.2580172305
1501	0.2580064296
1502	0.2579901799
1503	0.2579737447
1504	0.2579510412
1505	0.2579386478
1506	0.2579028517
1507	0.2578862496
1508	0.2578649935
1509	0.2578391972
1510	0.2578246364
1511	0.2578042959
1512	0.257799676
