iter	RMSE
1513	0.2577905923
1514	0.25778692
1515	0.257770748
1516	0.2577548871
1517	0.2577336445
1518	0.2577142295
1519	0.2576953721
1520	0.2576771761
1521	0.2576559854
1522	0.2576312226
1523	0.257620692
1524	0.2575903971
1525	0.2575676253
1526	0.2575526952
1527	0.2575141532
1528	0.2574825654
1529	0.257471235
1530	0.2574334168
1531	0.2574151989
1532	0.2573642205
1533	0.25735308
1534	0.25732928
1535	0.2573148216
1536	0.2573101116
1537	0.2572998581
1538	0.2572609363
1539	0.257237733
1540	0.2572130906
1541	0.2571715794
1542	0.2571345105
1543	0.2570965295
1544	0.2570441248
1545	0.2570315721
1546	0.2570139927
1547	0.25699234
1548	0.2569806313
1549	0.2569583808
1550	0.2569352564
1551	0.2569197031
1552	0.2568834641
1553	0.2568735296
1554	0.256853005
1555	0.2568297059
1556	0.2568003941
1557	0.2567838195
1558	0.2567684155
1559	0.256742023
1560	0.2567206608
1561	0.2567004453
1562	0.2566882029
1563	0.2566669551
1564	0.2566449063
1565	0.2566255672
1566	0.2566113376
1567	0.2565971006
1568	0.2565698805
1569	0.2565187455
1570	0.2565042523
1571	0.2564912325
1572	0.25647445
1573	0.2564525598
1574	0.2564348516
1575	0.2564236213
1576	0.2564042627
1577	0.2563540252
1578	0.2563175072
1579	0.2563030423
1580	0.256281486
1581	0.2562462704
1582	0.2562265014
1583	0.2562039785
1584	0.2561804077
1585	0.2561641216
1586	0.2561464129
1587	0.2561408864
1588	0.2561271835
1589	0.256073424
1590	0.2560611584
1591	0.2560537347
1592	0.256048647
1593	0.2560427481
1594	0.2560373791
1595	0.2560216693
1596	0.2559989166
1597	0.2559862581
1598	0.2559776674
1599	0.2559503371
1600	0.2559341769
1601	0.2559191332
1602	0.255902797
1603	0.2558568778
1604	0.2558320493
1605	0.2558023793
1606	0.2557795712
1607	0.2557695823
1608	0.2557448224
1609	0.2557108547
1610	0.2556940158
1611	0.2556593519
1612	0.2556260351
1613	0.255587401
1614	0.2555707448
1615	0.2555558917
1616	0.255529113
1617	0.2555144832
1618	0.2555017719
1619	0.2554814659
1620	0.2554399543
1621	0.2554245205
1622	0.2553893058
1623	0.2553699121
1624	0.2553519727
1625	0.2553325282
1626	0.2553167656
1627	0.2552985833
1628	0.2552860272
1629	0.2552675904
1630	0.2552503059
1631	0.2552099558
1632	0.2551974516
1633	0.2551630987
1634	0.2551471218
1635	0.2551339711
1636	0.2551228827
1637	0.2551145764
1638	0.255094323
1639	0.2550786408
1640	0.2550562335
1641	0.2550252439
1642	0.255003564
1643	0.2549979
1644	0.2549779098
1645	0.2549442853
1646	0.2549264283
1647	0.254905139
1648	0.2548771861
1649	0.2548651803
1650	0.2548450211
1651	0.2548326873
1652	0.2547997144
1653	0.2547769394
1654	0.2547672562
1655	0.2547449614
1656	0.2547129788
1657	0.2546973233
1658	0.254675782
1659	0.2546580624
1660	0.2546346209
1661	0.2546223821
1662	0.2546043952
1663	0.2545628053
1664	0.2545570969
1665	0.2545418883
1666	0.2545341707
1667	0.2545176057
1668	0.254498652
1669	0.254469346
1670	0.2544614983
1671	0.2544156394
1672	0.2543999347
1673	0.2543544844
1674	0.2543398048
1675	0.2543242449
1676	0.2542812419
1677	0.2542596584
1678	0.254245227
1679	0.2542362217
1680	0.2542196445
1681	0.254182111
1682	0.2541683899
1683	0.2541575242
1684	0.2541305922
1685	0.2541158374
1686	0.2540845304
1687	0.2540692984
1688	0.2540638768
1689	0.2540409078
1690	0.2540160531
1691	0.2539886242
1692	0.2539587513
1693	0.2539330586
1694	0.2539061687
1695	0.2538609296
1696	0.2538397406
1697	0.2538262381
1698	0.2537804675
1699	0.2537610619
1700	0.2537455086
1701	0.2537126198
1702	0.2536772406
1703	0.2536417376
1704	0.2536325096
1705	0.2536224217
1706	0.2536074519
1707	0.2535990294
1708	0.2535772451
1709	0.2535526556
1710	0.2535343546
1711	0.2535204596
1712	0.2535100382
1713	0.2534977607
1714	0.2534915736
1715	0.2534711665
1716	0.2534497508
1717	0.2534263965
1718	0.2534194104
1719	0.2533938712
1720	0.2533805592
1721	0.2533624664
1722	0.253331105
1723	0.2533090235
1724	0.2532868687
1725	0.2532662512
1726	0.2532543163
1727	0.2532515854
1728	0.2532351053
1729	0.2532230552
1730	0.2531929909
1731	0.2531827219
1732	0.253162607
1733	0.2531449025
1734	0.2531222724
1735	0.2531007127
1736	0.2530841506
1737	0.2530706316
1738	0.2530556035
1739	0.2530474613
1740	0.2530253974
1741	0.2530013728
1742	0.2529933409
1743	0.2529638247
1744	0.2529509792
1745	0.2529395062
1746	0.252926583
1747	0.2529061853
1748	0.2528943323
1749	0.252875511
1750	0.2528533833
1751	0.2528116404
1752	0.2527940031
1753	0.2527852025
1754	0.2527562976
1755	0.2527349084
1756	0.2527035078
1757	0.2526776257
1758	0.2526593575
1759	0.2526470378
1760	0.2526407228
1761	0.2526274692
1762	0.2526090312
1763	0.2525956461
1764	0.2525724354
1765	0.2525573269
1766	0.2525420731
1767	0.2525332847
1768	0.2525192596
1769	0.2525054392
1770	0.2524894813
1771	0.2524715784
1772	0.2524541235
1773	0.2524427423
1774	0.252415991
1775	0.2524063922
1776	0.2523869625
1777	0.2523825014
1778	0.2523514385
1779	0.2523462494
1780	0.2523275138
1781	0.2523123755
1782	0.2522975669
1783	0.2522858465
1784	0.2522697426
1785	0.2522512681
1786	0.2522458935
1787	0.2522290483
1788	0.2522219353
1789	0.252202591
1790	0.2521895818
1791	0.2521724148
1792	0.2521633549
1793	0.2521280292
1794	0.2521125909
1795	0.2521000286
1796	0.2520812308
1797	0.2520694487
1798	0.2520522594
1799	0.252041056
1800	0.2520230928
1801	0.252002491
1802	0.2519909341
1803	0.2519835781
1804	0.2519681857
1805	0.2519632335
1806	0.2519519304
1807	0.2519423965
1808	0.2519210439
1809	0.2519023214
1810	0.2518774352
1811	0.2518637934
1812	0.2518506027
1813	0.2518385786
1814	0.2518106075
1815	0.2517705671
1816	0.2517575419
1817	0.2517270693
1818	0.2517158982
1819	0.251706421
1820	0.2516949207
1821	0.2516760122
1822	0.2516621993
1823	0.2516441642
1824	0.2516258105
1825	0.2516181804
1826	0.2516047192
1827	0.2515773318
1828	0.2515610574
1829	0.2515430167
1830	0.2515242115
1831	0.2515043747
1832	0.2514702314
1833	0.2514588371
1834	0.2514385445
1835	0.2514192212
1836	0.2514052868
1837	0.2513949296
1838	0.2513613763
1839	0.2513393729
1840	0.2513194028
1841	0.2513121782
1842	0.2512870439
1843	0.2512680691
1844	0.2512503247
1845	0.2512355753
1846	0.2512225397
1847	0.2512009876
1848	0.2511868674
1849	0.2511774106
1850	0.2511694616
1851	0.251159837
1852	0.2511407696
1853	0.2511227357
1854	0.2511041138
1855	0.2510665639
1856	0.2510494379
1857	0.2510284425
1858	0.2510171494
1859	0.2510058102
1860	0.2509884234
1861	0.2509776245
1862	0.2509575202
1863	0.2509395628
1864	0.2509219092
1865	0.2509086182
1866	0.2508974545
1867	0.2508803916
1868	0.2508639393
1869	0.2508465426
1870	0.2508258109
1871	0.250814915
1872	0.2508038406
1873	0.2507947154
1874	0.2507704909
1875	0.2507564331
1876	0.2507147339
1877	0.250699108
1878	0.2506821559
1879	0.2506753304
1880	0.2506644089
1881	0.250650137
1882	0.2506330757
1883	0.2506217973
1884	0.2506149509
1885	0.2505982182
1886	0.2505811503
1887	0.2505664207
1888	0.2505495238
1889	0.250539284
1890	0.2505283378
1891	0.2505114803
1892	0.2504948802
1893	0.2504859067
1894	0.250463386
1895	0.2504458199
1896	0.2504393458
1897	0.2504237014
1898	0.2504144548
1899	0.2504027427
1900	0.2503923632
1901	0.250375944
1902	0.2503704177
1903	0.2503554928
1904	0.2503376399
1905	0.2503227028
1906	0.2503097153
1907	0.2503031118
1908	0.2502855123
1909	0.2502672808
1910	0.2502579798
1911	0.2502397692
1912	0.2502309902
1913	0.2502148303
1914	0.2501974391
1915	0.2501775909
1916	0.2501580048
1917	0.2501475219
1918	0.2501296439
1919	0.2501208862
1920	0.2501086403
1921	0.2500992637
1922	0.2500879383
1923	0.2500807594
1924	0.2500611433
1925	0.2500447552
1926	0.2500284646
1927	0.2500178605
1928	0.2499913739
1929	0.2499792708
1930	0.2499729829
1931	0.2499515158
1932	0.2499364397
1933	0.2499248165
1934	0.2499161621
1935	0.2499010674
1936	0.2498876855
1937	0.2498697332
1938	0.2498615481
1939	0.2498466727
1940	0.2498329257
1941	0.2498226521
1942	0.249817958
1943	0.2498017041
1944	0.2497851731
1945	0.2497808879
1946	0.2497619919
1947	0.2497369063
1948	0.2497323244
1949	0.2497292515
1950	0.2497217164
1951	0.2497104815
1952	0.2497014928
1953	0.2496874849
1954	0.2496795111
1955	0.2496601531
1956	0.2496455478
1957	0.2496375691
1958	0.2496328616
1959	0.2495863851
1960	0.2495775028
1961	0.2495645686
1962	0.2495541149
1963	0.2495376401
1964	0.2495272664
1965	0.2495081756
1966	0.2494950429
1967	0.2494858823
1968	0.2494753873
1969	0.2494709913
1970	0.2494592529
1971	0.2494431818
1972	0.2494340821
1973	0.2494219981
1974	0.2494089614
1975	0.2493917295
1976	0.249379716
1977	0.2493695794
1978	0.2493351123
1979	0.2493217421
1980	0.2493065661
1981	0.2492951266
1982	0.2492708686
1983	0.2492625628
1984	0.2492543634
1985	0.2492498391
1986	0.2492322004
1987	0.24921801
1988	0.2492000271
1989	0.2491928375
1990	0.2491751141
1991	0.2491596494
1992	0.2491506077
1993	0.249142217
1994	0.2491269945
1995	0.2491225067
1996	0.249106705
1997	0.2490794523
1998	0.2490607588
1999	0.2490339372
2000	0.2490178534
2001	0.2490149303
2002	0.2489732258
2003	0.2489587837
2004	0.2489431971
2005	0.2489278221
2006	0.2489192883
2007	0.2489044005
2008	0.2488824387
2009	0.2488766652
2010	0.2488669634
2011	0.2488374006
2012	0.2488330191
2013	0.2488286835
2014	0.2488112896
2015	0.2487983714
2016	0.2487827741
2017	0.2487571383
2018	0.2487469336
2019	0.248734155
2020	0.2487176
2021	0.2487150085
2022	0.2487010151
2023	0.248679015
2024	0.2486609516
2025	0.2486419424
2026	0.2486265875
2027	0.2486100656
2028	0.2485863205
2029	0.2485746207
2030	0.2485548569
2031	0.2485394966
2032	0.2485232053
2033	0.2485113638
2034	0.2484940061
2035	0.2484852814
2036	0.2484809546
2037	0.2484713047
2038	0.2484587745
2039	0.248442888
2040	0.2484353194
2041	0.248420346
2042	0.2484123947
2043	0.2483935927
2044	0.2483872863
2045	0.2483708992
2046	0.2483564721
2047	0.2483407851
2048	0.2483282747
2049	0.2483099917
2050	0.2482972147
2051	0.2482850731
2052	0.2482804221
2053	0.2482694058
2054	0.2482591318
2055	0.248243654
2056	0.2482235367
2057	0.2481828454
2058	0.2481688869
2059	0.2481540503
2060	0.2481456596
2061	0.2481400551
2062	0.2481268008
2063	0.2481110601
2064	0.248096254
2065	0.2480890205
2066	0.2480738774
2067	0.2480582904
2068	0.2480460277
2069	0.2480296582
2070	0.2480136147
2071	0.2480025457
2072	0.2479859761
2073	0.2479680441
2074	0.2479586592
2075	0.2479428208
2076	0.2479268724
2077	0.247905665
2078	0.2478905116
2079	0.2478654144
2080	0.2478550988
2081	0.2478474277
2082	0.2478210519
2083	0.2478063872
2084	0.2477919574
2085	0.247780091
2086	0.2477428778
2087	0.2477310009
2088	0.2477136252
2089	0.2476881844
2090	0.2476759469
2091	0.2476640488
2092	0.2476318139
2093	0.247620283
2094	0.247607457
2095	0.2475910337
2096	0.2475844614
2097	0.2475768485
2098	0.2475539225
2099	0.2475420487
2100	0.2475307824
2101	0.2475233219
2102	0.2475077253
2103	0.2474993038
2104	0.2474879357
2105	0.2474733292
2106	0.2474566054
2107	0.2474525765
2108	0.2474412122
2109	0.2474146325
2110	0.2473720178
2111	0.24736028
2112	0.2473377388
2113	0.2473262992
2114	0.2473195201
2115	0.2473077081
2116	0.2472973559
2117	0.2472782619
2118	0.2472603715
2119	0.2472426416
2120	0.2472103798
2121	0.2471794946
2122	0.2471668829
2123	0.2471479508
2124	0.2471380667
2125	0.2471217519
2126	0.2471054728
2127	0.2470972458
2128	0.2470849218
2129	0.2470523187
2130	0.2470410971
2131	0.2470329871
2132	0.2470139875
2133	0.2470071202
2134	0.2470031657
2135	0.2469663734
2136	0.2469485371
2137	0.2469390513
2138	0.246924885
2139	0.2468978367
2140	0.246887599
2141	0.246848115
2142	0.2468366747
2143	0.2468184769
2144	0.2468107113
2145	0.2467979997
2146	0.2467839078
2147	0.2467753141
2148	0.2467603644
2149	0.2467223135
2150	0.2466954381
2151	0.2466920865
2152	0.2466880411
2153	0.2466707563
2154	0.2466488037
2155	0.2466346092
2156	0.2466201836
2157	0.2466035823
2158	0.2465666408
2159	0.2465554777
2160	0.2465416206
2161	0.2465281276
2162	0.2465178642
2163	0.2465089198
2164	0.2464908202
2165	0.2464841411
2166	0.2464710812
2167	0.2464570556
2168	0.2464422887
2169	0.2464254909
2170	0.2464137059
2171	0.2463763968
2172	0.2463617915
2173	0.2463579345
2174	0.2463417614
2175	0.2463360426
2176	0.2463301841
2177	0.2463117311
2178	0.2462989427
2179	0.2462859876
2180	0.2462776173
2181	0.2462662514
2182	0.2462532543
2183	0.2462388027
2184	0.2462174527
2185	0.2461994189
2186	0.2461926964
2187	0.2461802251
2188	0.2461590376
2189	0.2461401719
2190	0.246121751
2191	0.2461061006
2192	0.246090755
2193	0.2460692491
2194	0.2460600409
2195	0.2460394939
2196	0.2460266447
2197	0.2460144743
2198	0.2460007243
2199	0.2459791538
2200	0.2459690437
2201	0.2459374648
2202	0.2459361765
2203	0.2459287674
2204	0.2459204805
2205	0.2459056662
2206	0.2458895421
2207	0.2458814382
2208	0.2458618971
2209	0.2458478552
2210	0.245829683
2211	0.2458230083
2212	0.2457874261
2213	0.2457794926
2214	0.2457661193
2215	0.2457551328
2216	0.245739166
2217	0.2457033644
2218	0.2456893883
2219	0.2456774681
2220	0.2456666586
2221	0.245645597
2222	0.2456366402
2223	0.2456215897
2224	0.2456112113
2225	0.2455968954
2226	0.2455811124
2227	0.2455641736
2228	0.245551774
2229	0.2455480042
2230	0.2455271536
2231	0.2455028903
2232	0.2454777259
2233	0.2454670041
2234	0.2454535652
2235	0.2454384565
2236	0.2454211286
2237	0.2453859493
2238	0.2453708556
2239	0.2453575739
2240	0.2453506603
2241	0.2453370983
2242	0.2453298734
2243	0.2453166158
2244	0.2453019464
2245	0.2452932813
2246	0.2452788197
2247	0.2452748145
2248	0.2452590251
2249	0.2452480822
2250	0.2452441689
2251	0.2452352905
2252	0.2452204565
2253	0.2451987455
2254	0.2451956735
2255	0.2451849092
2256	0.2451703057
2257	0.2451632064
2258	0.2451458987
2259	0.2451303951
2260	0.2451100345
2261	0.2450947605
2262	0.2450787193
2263	0.2450656335
2264	0.245050633
2265	0.2450369921
2266	0.2450215985
2267	0.2450069094
2268	0.2449926779
2269	0.2449795187
2270	0.2449757118
2271	0.2449669875
2272	0.244958925
2273	0.2449481995
2274	0.2449371806
2275	0.2449181459
2276	0.2448860927
2277	0.2448656394
2278	0.2448587273
2279	0.2448473711
2280	0.2448325849
2281	0.2448221658
2282	0.2448147563
2283	0.2447812011
2284	0.2447767703
2285	0.2447704941
2286	0.2447600575
2287	0.244747467
2288	0.2447406358
2289	0.2447272448
2290	0.2447166091
2291	0.2447001072
2292	0.2446856488
2293	0.2446820522
2294	0.2446684604
2295	0.2446587784
2296	0.2446462079
2297	0.2446329917
2298	0.2446239009
2299	0.2446086106
2300	0.2446004807
2301	0.2445936941
2302	0.2445917191
2303	0.2445881418
2304	0.2445841511
2305	0.2445721571
2306	0.2445654317
2307	0.2445389223
2308	0.2445062217
2309	0.2444810485
2310	0.2444723844
2311	0.2444571174
2312	0.2444420949
2313	0.2444285483
2314	0.2444175327
2315	0.244413789
2316	0.2444052872
2317	0.2443738023
2318	0.2443621594
2319	0.2443491091
2320	0.2443312428
2321	0.2443148929
2322	0.2442968193
2323	0.2442587009
2324	0.2442417921
2325	0.2442241132
2326	0.2442050459
2327	0.2441864588
2328	0.2441778193
2329	0.2441671836
2330	0.2441484436
2331	0.2441296902
2332	0.2441189625
2333	0.2441082353
2334	0.2440925927
2335	0.2440785563
2336	0.2440688873
2337	0.244050651
2338	0.2440487673
2339	0.24404507
2340	0.244031049
2341	0.2440204431
2342	0.2440056212
2343	0.2439979198
2344	0.2439888645
2345	0.2439748025
2346	0.2439587265
2347	0.2439503225
2348	0.2439379021
2349	0.2439318614
2350	0.2439218449
2351	0.2439137987
2352	0.2439015555
2353	0.2438902718
2354	0.2438861664
2355	0.2438827054
2356	0.2438495041
2357	0.2438338704
2358	0.2438255658
2359	0.2438184298
2360	0.2438150033
2361	0.2438046107
2362	0.2437934754
2363	0.2437788464
2364	0.2437660656
2365	0.2437597681
2366	0.2437460161
2367	0.2437133362
2368	0.2436952384
2369	0.243690041
2370	0.2436795885
2371	0.2436667369
2372	0.2436564017
2373	0.2436500536
2374	0.2436348182
2375	0.2436094573
2376	0.2435976057
2377	0.2435902961
2378	0.2435740714
2379	0.2435634362
2380	0.2435531213
2381	0.2435397047
2382	0.2435288976
2383	0.2435183666
2384	0.2434994237
2385	0.2434957887
2386	0.2434826145
2387	0.2434701644
2388	0.2434636869
2389	0.2434488376
2390	0.243439481
2391	0.2434293373
2392	0.2434258066
2393	0.2434214649
2394	0.243417933
2395	0.2434110041
2396	0.2433981581
2397	0.2433838176
2398	0.2433706846
2399	0.2433644687
2400	0.2433586902
2401	0.2433486792
2402	0.2433350384
2403	0.2433199356
2404	0.2433082126
2405	0.2432933384
2406	0.2432754448
2407	0.243260604
2408	0.2432451074
2409	0.2432274695
2410	0.2432119544
2411	0.243198036
2412	0.2431827426
2413	0.243173008
2414	0.2431638286
2415	0.2431579675
2416	0.24314734
2417	0.2431441855
2418	0.2431144289
2419	0.2431078197
2420	0.2430949488
2421	0.2430709436
2422	0.2430677003
2423	0.2430550157
2424	0.2430489352
2425	0.2430370163
2426	0.2430318398
2427	0.2430145175
2428	0.2429981444
2429	0.242982423
2430	0.2429725471
2431	0.2429529768
2432	0.2429390719
2433	0.2429085217
2434	0.2428981043
2435	0.2428807613
2436	0.2428646658
2437	0.2428325893
2438	0.2428313319
2439	0.2428132383
2440	0.2427969673
2441	0.2427864938
2442	0.2427790717
2443	0.2427475093
2444	0.2427398242
2445	0.2427303325
2446	0.2427165966
2447	0.2427062182
2448	0.2426967398
2449	0.2426899683
2450	0.2426765312
2451	0.2426645619
2452	0.2426520652
2453	0.242643019
2454	0.2426260639
2455	0.2426175358
2456	0.242608892
2457	0.2425782992
2458	0.2425477123
2459	0.2425370308
2460	0.2425120563
2461	0.2424980376
2462	0.24248624
2463	0.2424581086
2464	0.2424494763
2465	0.2424358963
2466	0.2424238702
2467	0.2424115348
2468	0.2423948722
2469	0.2423880443
2470	0.242375297
2471	0.2423658693
2472	0.2423361583
2473	0.2423097561
2474	0.24229336
2475	0.2422870633
2476	0.2422733112
2477	0.2422683845
2478	0.2422488384
2479	0.2422301702
2480	0.2422115255
2481	0.2422025348
2482	0.2421921373
2483	0.2421877906
2484	0.242174138
2485	0.2421672757
2486	0.2421575932
2487	0.2421442092
2488	0.2421250263
2489	0.2421162672
2490	0.2421077354
2491	0.2420991542
2492	0.2420899332
2493	0.2420775924
2494	0.2420629228
2495	0.2420559193
2496	0.2420383238
2497	0.2420336356
2498	0.2420306111
2499	0.2420171073
2500	0.2420119618
2501	0.2419993943
2502	0.2419960476
2503	0.2419918243
2504	0.24198892
2505	0.2419769035
2506	0.2419669126
2507	0.2419530365
2508	0.2419424382
2509	0.241931387
2510	0.2419192888
2511	0.2418891171
2512	0.2418806455
2513	0.2418656931
2514	0.2418501125
2515	0.2418400099
2516	0.2418268893
2517	0.24182418
2518	0.2418211004
2519	0.2418117257
2520	0.2418046468
2521	0.241776853
2522	0.2417496649
2523	0.2417360557
2524	0.2417267815
2525	0.2417191994
2526	0.2417130927
2527	0.2417098343
2528	0.2417025885
2529	0.2416921441
2530	0.2416778608
2531	0.2416752294
2532	0.2416587131
2533	0.241655735
2534	0.241644148
2535	0.2416314751
2536	0.2416185938
2537	0.2416151864
2538	0.2416000221
2539	0.2415857808
2540	0.2415734757
2541	0.2415610042
2542	0.2415385773
2543	0.2415116382
2544	0.2414998065
2545	0.2414897135
2546	0.2414811969
2547	0.2414491166
2548	0.2414331405
2549	0.2414240698
2550	0.241411157
2551	0.2413978396
2552	0.2413889604
2553	0.2413662967
2554	0.2413515961
2555	0.2413392814
2556	0.2413210796
2557	0.2413106222
2558	0.2412986581
2559	0.24129137
2560	0.241289628
2561	0.241275188
2562	0.2412682616
2563	0.2412473525
2564	0.2412310193
2565	0.2412189174
2566	0.2412090538
2567	0.2411868198
2568	0.2411750748
2569	0.2411634893
2570	0.2411519186
2571	0.2411360337
2572	0.2411134627
2573	0.2410860446
2574	0.2410759949
2575	0.241040294
2576	0.2410354867
2577	0.241026611
2578	0.2410165737
2579	0.2410104122
2580	0.2410074673
2581	0.2409987706
2582	0.2409702089
2583	0.2409598365
2584	0.2409480346
2585	0.2409387594
2586	0.2409296546
2587	0.2409154863
2588	0.2409026644
2589	0.2409015607
2590	0.2408927945
2591	0.2408896355
2592	0.2408783479
2593	0.2408704038
2594	0.2408585395
2595	0.2408571292
2596	0.2408488806
2597	0.2408387962
2598	0.2408275428
2599	0.2408176063
2600	0.2408021337
2601	0.2408003847
2602	0.2407867331
2603	0.2407699102
2604	0.2407588175
2605	0.2407506545
2606	0.240741656
2607	0.240727146
2608	0.2407147893
2609	0.240704268
2610	0.2406987997
2611	0.2406888035
2612	0.2406775283
2613	0.2406589945
2614	0.2406475978
2615	0.2406436591
2616	0.2406284786
2617	0.2406267671
2618	0.2406214047
2619	0.2406196335
2620	0.2406074428
2621	0.2405922774
2622	0.2405845436
2623	0.2405775201
2624	0.2405623216
2625	0.240550252
2626	0.2405405965
2627	0.2405284629
2628	0.2405171548
2629	0.2405057329
2630	0.2404939999
2631	0.2404789892
2632	0.240468119
2633	0.2404513095
2634	0.2404236063
2635	0.2404158508
2636	0.2404147892
2637	0.2403845973
2638	0.240374536
2639	0.2403485055
2640	0.2403308934
2641	0.2403205856
2642	0.2403077866
2643	0.2402821464
2644	0.24026624
2645	0.2402549801
2646	0.2402396807
2647	0.2402217767
2648	0.2402137998
2649	0.2402016519
2650	0.240184294
2651	0.2401747481
2652	0.2401662893
2653	0.2401520831
2654	0.2401423076
2655	0.2401318266
2656	0.2401191944
2657	0.2400931091
2658	0.2400833997
2659	0.2400804587
2660	0.2400689827
2661	0.2400561973
2662	0.2400401861
2663	0.2400308841
2664	0.240019595
2665	0.2399938673
2666	0.2399851751
2667	0.2399738352
2668	0.239953499
2669	0.2399416787
2670	0.2399116134
2671	0.2399008651
2672	0.2398893422
2673	0.2398781316
2674	0.2398649533
2675	0.2398457903
2676	0.2398375922
2677	0.239827981
2678	0.2398237366
2679	0.2397982818
2680	0.2397864055
2681	0.2397738466
2682	0.2397648436
2683	0.239755731
2684	0.2397423235
2685	0.2397131259
2686	0.2397061814
2687	0.2396913665
2688	0.2396779195
2689	0.239666741
2690	0.2396544404
2691	0.2396286218
2692	0.2396220079
2693	0.2396146124
2694	0.2396034669
2695	0.2395893498
2696	0.2395814776
2697	0.2395556585
2698	0.239549629
2699	0.2395248449
2700	0.2395110009
2701	0.2394990055
2702	0.2394848323
2703	0.2394776889
2704	0.239462891
2705	0.2394482172
2706	0.2394366449
2707	0.2394099442
2708	0.2394064157
2709	0.2393976414
2710	0.2393903494
2711	0.2393848123
2712	0.2393737551
2713	0.239362452
2714	0.2393599952
2715	0.2393475079
2716	0.2393321938
2717	0.2393256654
2718	0.2393238869
2719	0.2393172674
2720	0.239306957
2721	0.2392940899
2722	0.2392855557
2723	0.2392799555
2724	0.2392735422
2725	0.2392669068
2726	0.2392520835
2727	0.23923609
2728	0.2392217281
2729	0.2392063876
2730	0.2391992113
2731	0.2391852211
2732	0.2391705205
2733	0.2391656179
2734	0.2391575603
2735	0.2391551774
2736	0.2391473768
2737	0.239137236
2738	0.2391263711
2739	0.2391002997
2740	0.2390975827
2741	0.2390921201
2742	0.2390791572
2743	0.239071287
2744	0.2390454641
2745	0.2390395564
2746	0.2390324833
2747	0.2390065336
2748	0.2389945717
2749	0.2389805455
2750	0.2389649253
2751	0.2389611649
2752	0.2389532657
2753	0.2389439789
2754	0.2389274539
2755	0.2389259048
2756	0.2389071471
2757	0.2388968622
2758	0.2388842522
2759	0.2388735641
2760	0.238853981
2761	0.2388428243
2762	0.2388332065
2763	0.2388239168
2764	0.2388176183
2765	0.2388037364
2766	0.238802744
2767	0.2387865603
2768	0.2387739569
2769	0.2387634892
2770	0.2387581871
2771	0.2387459926
2772	0.2387336963
2773	0.2387308468
2774	0.2387197317
2775	0.2387131153
2776	0.2387040237
2777	0.2386950241
2778	0.2386809205
2779	0.2386555088
2780	0.2386414904
2781	0.2386313954
2782	0.2386199743
2783	0.2386163233
2784	0.2386150607
2785	0.2385888147
2786	0.238573753
2787	0.2385651199
2788	0.2385597845
2789	0.238543612
2790	0.2385348562
2791	0.2385139119
2792	0.2385022704
2793	0.2384843786
2794	0.2384772466
2795	0.2384658142
2796	0.2384559578
2797	0.2384420863
2798	0.2384382787
2799	0.2384316987
2800	0.2384228529
2801	0.238413218
2802	0.2383936872
2803	0.2383887349
2804	0.2383754325
2805	0.2383672976
2806	0.2383608807
2807	0.2383493513
2808	0.2383365572
2809	0.2383254868
2810	0.2383130467
2811	0.2383018985
2812	0.2382737316
2813	0.2382418
2814	0.2382266226
2815	0.2382219603
2816	0.2382130192
2817	0.2382014823
2818	0.2381777235
2819	0.2381501071
2820	0.2381380477
2821	0.2381278082
2822	0.2381056157
2823	0.2380928645
2824	0.2380815832
2825	0.2380680779
2826	0.2380619856
2827	0.2380441732
2828	0.238032875
2829	0.2380255835
2830	0.2380048384
2831	0.2379922024
2832	0.2379752526
2833	0.237966842
2834	0.237957694
2835	0.2379509473
2836	0.2379486841
2837	0.2379420245
2838	0.2379362296
2839	0.2379311988
2840	0.2379208308
2841	0.2379120896
2842	0.237904695
2843	0.2378953943
2844	0.237879911
2845	0.2378702021
2846	0.2378620935
2847	0.2378590429
2848	0.2378507803
2849	0.2378357328
2850	0.2378309474
2851	0.237823121
2852	0.2378145161
2853	0.2378043331
2854	0.2377968155
2855	0.2377732107
2856	0.2377675409
2857	0.237752572
2858	0.2377437344
2859	0.2377349227
2860	0.2377264717
2861	0.2377016073
2862	0.237678901
2863	0.2376654883
2864	0.2376549457
2865	0.2376520514
2866	0.2376415608
2867	0.237629637
2868	0.2376205668
2869	0.2376183051
2870	0.2376169795
2871	0.2376096324
2872	0.2376008502
2873	0.2375972484
2874	0.2375872528
2875	0.2375772493
2876	0.2375691231
2877	0.2375554323
2878	0.2375467845
2879	0.2375407793
2880	0.2375282884
2881	0.2375187562
2882	0.2375106114
2883	0.2375053733
2884	0.2374957771
2885	0.2374935437
2886	0.2374865368
2887	0.2374756289
2888	0.2374681175
2889	0.2374603959
2890	0.2374541418
2891	0.2374525495
2892	0.2374395282
2893	0.2374278913
2894	0.2374144288
2895	0.237396045
2896	0.2373895294
2897	0.2373789341
2898	0.2373700073
2899	0.2373619464
2900	0.2373604116
2901	0.237348841
2902	0.2373380879
2903	0.2373294009
2904	0.2373021716
2905	0.2372927447
2906	0.2372817138
2907	0.2372722152
2908	0.2372612013
2909	0.2372435535
2910	0.2372387967
2911	0.2372368904
2912	0.2372262581
2913	0.2372134208
2914	0.2372005677
2915	0.2371917416
2916	0.2371678286
2917	0.2371592423
2918	0.2371521755
2919	0.2371362764
2920	0.2371290654
2921	0.2371114529
2922	0.2370953544
2923	0.2370899946
2924	0.2370810113
2925	0.2370718367
